מספר מסלול,שם קובץ,סוג נקודה,קואורדינטות,lat,lon
581,0000-00-00_בארי.GPX,התחלה,"(31.429354, 34.496173)",31.429354,34.496173
581,0000-00-00_בארי.GPX,סיום,"(31.429353, 34.496174)",31.429353,34.496174
582,0000-00-00_בארי_1.GPX,התחלה,"(31.429345, 34.496201)",31.429345,34.496201
582,0000-00-00_בארי_1.GPX,סיום,"(31.429345, 34.496175)",31.429345,34.496175
583,0000-00-00_בארי_רעים.gpx,התחלה,"(31.428471, 34.494744)",31.42847115718949,34.4947438404655
583,0000-00-00_בארי_רעים.gpx,סיום,"(31.428420, 34.494135)",31.42842,34.494135
584,0000-00-00_בארי_רעים_עין השלושה_רעים.gpx,התחלה,"(31.428078, 34.493787)",31.428078,34.493787
584,0000-00-00_בארי_רעים_עין השלושה_רעים.gpx,סיום,"(31.399988, 34.445855)",31.399988,34.445855
585,0000-00-00_בארי_רעים_עין השלושה_רעים_1.gpx,התחלה,"(31.428078, 34.493787)",31.428078,34.493787
585,0000-00-00_בארי_רעים_עין השלושה_רעים_1.gpx,סיום,"(31.428162, 34.493858)",31.428162,34.493858
586,0000-00-00_יהל_קטורה.gpx,התחלה,"(30.082215, 35.131250)",30.082215,35.13125
586,0000-00-00_יהל_קטורה.gpx,סיום,"(29.968385, 35.059575)",29.968385,35.059575
587,0000-00-00_שדה בוקר.gpx,התחלה,"(30.849957, 34.779265)",30.849957,34.779265
587,0000-00-00_שדה בוקר.gpx,סיום,"(30.849882, 34.779165)",30.849882,34.779165
588,0000-00-00_בית גוברין_להב_כסיפה.GPX,התחלה,"(31.610671, 34.896351)",31.610671,34.896351
588,0000-00-00_בית גוברין_להב_כסיפה.GPX,סיום,"(31.277752, 35.126179)",31.277752,35.126179
589,0000-00-00_מאיר שפיה_ג'סר א-זרקא.gpx,התחלה,"(32.582830, 34.967050)",32.58283,34.96705
589,0000-00-00_מאיר שפיה_ג'סר א-זרקא.gpx,סיום,"(32.537860, 34.904900)",32.53786,34.904900000000005
590,0000-00-00_געתון_עין יעקב.gpx,התחלה,"(33.008255, 35.212635)",33.00825467017572,35.212634647238474
590,0000-00-00_געתון_עין יעקב.gpx,סיום,"(33.008785, 35.220993)",33.008785,35.220993
591,0000-00-00_יחיעם_עין יעקב.gpx,התחלה,"(33.004236, 35.216130)",33.004236,35.2161302
591,0000-00-00_יחיעם_עין יעקב.gpx,סיום,"(33.005045, 35.215466)",33.0050454,35.2154655
592,0000-00-00_עין יעקב_יחיעם.gpx,התחלה,"(33.008578, 35.220971)",33.008577613073,35.220971252776
592,0000-00-00_עין יעקב_יחיעם.gpx,סיום,"(33.008281, 35.221030)",33.008280708796,35.221030261374
593,0000-00-00_עין יעקב_מעונה.gpx,התחלה,"(33.008687, 35.222752)",33.008687,35.222752
593,0000-00-00_עין יעקב_מעונה.gpx,סיום,"(33.008251, 35.221362)",33.008251062772,35.221362024496
594,0000-00-00_עין יעקב_מעונה_יחיעם.gpx,התחלה,"(33.008687, 35.222752)",33.008687,35.222752
594,0000-00-00_עין יעקב_מעונה_יחיעם.gpx,סיום,"(33.008251, 35.221362)",33.008251062772,35.221362024496
595,0000-00-00_עין יעקב_גשר הזיו.gpx,התחלה,"(33.007952, 35.215865)",33.00795195516,35.215864908132
595,0000-00-00_עין יעקב_גשר הזיו.gpx,סיום,"(33.050408, 35.104156)",33.050408268003,35.104156267079
596,0000-00-00_געתון.gpx,התחלה,"(33.008267, 35.212634)",33.00826720283057,35.21263412107302
596,0000-00-00_געתון.gpx,סיום,"(33.015650, 35.203244)",33.01565,35.203244
597,0000-00-00_גשר_בלפוריה_ברקאי.GPX,התחלה,"(32.621112, 35.561632)",32.621112,35.561632
597,0000-00-00_גשר_בלפוריה_ברקאי.GPX,סיום,"(32.482366, 35.024611)",32.482366,35.024611
598,0000-00-00_דן_אלמגור_גשר.GPX,התחלה,"(33.236673, 35.652741)",33.236673,35.652741
598,0000-00-00_דן_אלמגור_גשר.GPX,סיום,"(32.620972, 35.561800)",32.620972,35.5618
599,0000-00-00_יטבתה_קטורה_נווה חריף_קטורה_גרופית.gpx,התחלה,"(29.894830, 35.064090)",29.89483,35.06409
599,0000-00-00_יטבתה_קטורה_נווה חריף_קטורה_גרופית.gpx,סיום,"(29.894830, 35.064090)",29.89483,35.06409
600,0000-00-00_הילה_כברי_יסעור_לבון_מעיליא.gpx,התחלה,"(33.033492, 35.239077)",33.033491926506,35.23907661438
600,0000-00-00_הילה_כברי_יסעור_לבון_מעיליא.gpx,סיום,"(33.034355, 35.239162)",33.034355398288,35.239162445068
601,0000-00-00_הילה_גורן.gpx,התחלה,"(33.035830, 35.235561)",33.0358299788369,35.23556050216027
601,0000-00-00_הילה_גורן.gpx,סיום,"(33.039661, 35.234874)",33.039661,35.234874
602,0000-00-00_הילה_עבדון_1.gpx,התחלה,"(33.037802, 35.241447)",33.0378022,35.2414475
602,0000-00-00_הילה_עבדון_1.gpx,סיום,"(33.043115, 35.185977)",33.0431151,35.1859765
603,0000-00-00_הילה_גורן_1.gpx,התחלה,"(33.036304, 35.235219)",33.036303775278,35.235218761486
603,0000-00-00_הילה_גורן_1.gpx,סיום,"(33.048044, 35.221377)",33.04804350764,35.221377198891
604,0000-00-00_הילה_עבדון_2.gpx,התחלה,"(33.037315, 35.241085)",33.03731518566869,35.24108528919615
604,0000-00-00_הילה_עבדון_2.gpx,סיום,"(33.042564, 35.176511)",33.042564,35.176511
605,2025-04-12_צבעון_חורפיש.gpx,התחלה,"(33.023273, 35.409251)",33.0232734,35.4092507
605,2025-04-12_צבעון_חורפיש.gpx,סיום,"(33.013783, 35.355168)",33.0137834,35.3551681
606,0000-00-00_ברעם_מתת.gpx,התחלה,"(33.029102, 35.377894)",33.029102,35.377894
606,0000-00-00_ברעם_מתת.gpx,סיום,"(33.029316, 35.377907)",33.029316,35.377907
607,0000-00-00_אילות_אילת.gpx,התחלה,"(29.644940, 34.879812)",29.64494,34.879812
607,0000-00-00_אילות_אילת.gpx,סיום,"(29.550113, 34.964663)",29.550113,34.964663
608,0000-00-00_עין קנייא_שניר.gpx,התחלה,"(33.250160, 35.729757)",33.250160275399,35.729757209931
608,0000-00-00_עין קנייא_שניר.gpx,סיום,"(33.248133, 35.694352)",33.248133251567,35.694352079079
609,0000-00-00_בית אורן_יגור.gpx,התחלה,"(32.714461, 35.013022)",32.7144606,35.0130218
609,0000-00-00_בית אורן_יגור.gpx,סיום,"(32.735418, 35.022304)",32.7354182,35.0223039
610,0000-00-00_ברעם_מירון.gpx,התחלה,"(33.008861, 35.393655)",33.008860626708994,35.39365506109422
610,0000-00-00_ברעם_מירון.gpx,סיום,"(32.979259, 35.443185)",32.979259,35.443185
611,0000-00-00_ברעם_מירון_1.gpx,התחלה,"(33.008884, 35.393648)",33.008883818176,35.393647919115
611,0000-00-00_ברעם_מירון_1.gpx,סיום,"(32.979363, 35.443201)",32.979362611135,35.443200517659
612,0000-00-00_כפר ראש הנקרה_2.gpx,התחלה,"(47.586138, 19.044875)",47.586138,19.044875
612,0000-00-00_כפר ראש הנקרה_2.gpx,סיום,"(47.586121, 19.044988)",47.586121,19.044988
613,2023-09-10_חיפה.gpx,התחלה,"(32.819598, 34.994577)",32.819598,34.994577
613,2023-09-10_חיפה.gpx,סיום,"(32.805457, 34.989213)",32.805457,34.989213
614,0000-00-00_חיפה.gpx,התחלה,"(32.818902, 34.993793)",32.818901581498594,34.993792980064256
614,0000-00-00_חיפה.gpx,סיום,"(32.805376, 34.989069)",32.805376,34.989069
615,0000-00-00_חיפה_1.gpx,התחלה,"(32.805422, 34.989173)",32.80542217821723,34.98917263464833
615,0000-00-00_חיפה_1.gpx,סיום,"(32.818921, 34.993709)",32.818921,34.993709
616,0000-00-00_חיפה_2.gpx,התחלה,"(32.818902, 34.993793)",32.818901581498594,34.993792980064256
616,0000-00-00_חיפה_2.gpx,סיום,"(32.805376, 34.989069)",32.805376,34.989069
617,0000-00-00_בני יהודה_תל קציר.gpx,התחלה,"(32.799313, 35.690092)",32.7993128,35.6900921
617,0000-00-00_בני יהודה_תל קציר.gpx,סיום,"(32.708215, 35.649717)",32.708215,35.649717
618,0000-00-00_אלוני הבשן_1.gpx,התחלה,"(28.348940, 83.742030)",28.34894,83.74203
618,0000-00-00_אלוני הבשן_1.gpx,סיום,"(28.377060, 83.807240)",28.37706,83.80724
619,0000-00-00_יגור.gpx,התחלה,"(32.743501, 35.071968)",32.74350088073561,35.07196800480102
619,0000-00-00_יגור.gpx,סיום,"(32.743699, 35.072366)",32.743699,35.072366
620,0000-00-00_יגור_1.gpx,התחלה,"(32.743461, 35.071933)",32.743460541284975,35.07193330135098
620,0000-00-00_יגור_1.gpx,סיום,"(32.738308, 35.075440)",32.738308,35.07544
621,0000-00-00_יהל.gpx,התחלה,"(30.082218, 35.131093)",30.082218,35.131093
621,0000-00-00_יהל.gpx,סיום,"(30.082188, 35.131125)",30.082188,35.131125
622,0000-00-00_יהל_יטבתה.gpx,התחלה,"(30.081955, 35.131597)",30.081955,35.131597
622,0000-00-00_יהל_יטבתה.gpx,סיום,"(29.894711, 35.064257)",29.894711,35.064257
623,0000-00-00_יהל_1.gpx,התחלה,"(30.086262, 35.126427)",30.086262,35.126427
623,0000-00-00_יהל_1.gpx,סיום,"(30.086157, 35.126511)",30.086157,35.126511
624,0000-00-00_צפת_כפר שמאי.gpx,התחלה,"(32.963837, 35.487057)",32.963837,35.487057
624,0000-00-00_צפת_כפר שמאי.gpx,סיום,"(32.963482, 35.487122)",32.963482,35.487122
625,0000-00-00_יחיעם_כליל.gpx,התחלה,"(32.997742, 35.216027)",32.99774201032348,35.21602653751003
625,0000-00-00_יחיעם_כליל.gpx,סיום,"(32.997549, 35.216061)",32.997549,35.216061
626,0000-00-00_יחיעם_כברי_געתון.gpx,התחלה,"(33.005104, 35.215486)",33.0051039,35.2154865
626,0000-00-00_יחיעם_כברי_געתון.gpx,סיום,"(33.004908, 35.216038)",33.0049083,35.2160382
627,0000-00-00_אילנייה_מצפה נטופה_רומאנה_טורעאן_גבעת אבני.gpx,התחלה,"(32.775864, 35.409187)",32.775864,35.409187
627,0000-00-00_אילנייה_מצפה נטופה_רומאנה_טורעאן_גבעת אבני.gpx,סיום,"(32.775799, 35.409008)",32.775799,35.409008
628,0000-00-00_כברי_יערה_כפר רוזנואלד (זרעית)_אילון_מצובה.gpx,התחלה,"(33.018173, 35.142779)",33.018173334040185,35.142778985867864
628,0000-00-00_כברי_יערה_כפר רוזנואלד (זרעית)_אילון_מצובה.gpx,סיום,"(33.018162, 35.142699)",33.018162,35.142699
629,0000-00-00_ערד.gpx,התחלה,"(31.306874, 35.269142)",31.30687432058535,35.2691415766821
629,0000-00-00_ערד.gpx,סיום,"(31.263498, 35.228837)",31.263498,35.228837
630,0000-00-00_יפתח_גונן_רמות נפתלי.gpx,התחלה,"(33.125182, 35.569949)",33.125182,35.569949
630,0000-00-00_יפתח_גונן_רמות נפתלי.gpx,סיום,"(33.125097, 35.569976)",33.125097,35.569976
631,0000-00-00_לוטן_יהל_נווה חריף.gpx,התחלה,"(29.986974, 35.086343)",29.98697446705289,35.08634260083079
631,0000-00-00_לוטן_יהל_נווה חריף.gpx,סיום,"(29.986688, 35.074188)",29.986688,35.074188
632,0000-00-00_לוטן_אליפז.gpx,התחלה,"(29.985464, 35.085024)",29.985464111538363,35.085024297200675
632,0000-00-00_לוטן_אליפז.gpx,סיום,"(29.806422, 34.992231)",29.806422,34.992231
633,0000-00-00_כברי_שבי ציון_שייח' דנון.gpx,התחלה,"(33.018323, 35.143160)",33.018323483219504,35.14315950873606
633,0000-00-00_כברי_שבי ציון_שייח' דנון.gpx,סיום,"(33.018153, 35.143255)",33.018153,35.143255
634,0000-00-00_ברעם_כפר שמאי_חורפיש.gpx,התחלה,"(33.014696, 35.393048)",33.014696,35.393048
634,0000-00-00_ברעם_כפר שמאי_חורפיש.gpx,סיום,"(33.010054, 35.360668)",33.010054,35.360668
635,0000-00-00_חצבה_נאות הכיכר_נווה זוהר.gpx,התחלה,"(30.766917, 35.281543)",30.766916556263,35.281543321071
635,0000-00-00_חצבה_נאות הכיכר_נווה זוהר.gpx,סיום,"(31.147720, 35.369459)",31.14772033256,35.369458607235
636,0000-00-00_מרום גולן_עין זיוון.gpx,התחלה,"(33.140607, 35.777958)",33.140607,35.777958
636,0000-00-00_מרום גולן_עין זיוון.gpx,סיום,"(33.093731, 35.797445)",33.093731,35.797445
637,0000-00-00_דימונה_שדה בוקר_מצפה רמון.GPX,התחלה,"(31.030080, 35.077042)",31.03008,35.077042
637,0000-00-00_דימונה_שדה בוקר_מצפה רמון.GPX,סיום,"(30.614515, 34.806872)",30.614515,34.806872
638,0000-00-00_שדה בוקר_אשלים.gpx,התחלה,"(30.906406, 34.772501)",30.906405546612717,34.77250146905894
638,0000-00-00_שדה בוקר_אשלים.gpx,סיום,"(30.906481, 34.773595)",30.906481,34.773595
639,0000-00-00_בית ג'ן_שפר_עין אל-אסד.gpx,התחלה,"(32.964204, 35.397368)",32.964204,35.397368
639,0000-00-00_בית ג'ן_שפר_עין אל-אסד.gpx,סיום,"(32.964166, 35.397678)",32.964166,35.397678
640,0000-00-00_הררית.gpx,התחלה,"(32.841312, 35.364501)",32.841312,35.364501
640,0000-00-00_הררית.gpx,סיום,"(32.841262, 35.364470)",32.841262,35.36447
641,0000-00-00_נווה זוהר.gpx,התחלה,"(31.177938, 35.368249)",31.17793830977,35.368249067173
641,0000-00-00_נווה זוהר.gpx,סיום,"(31.150094, 35.365031)",31.150093777357,35.365031370876
642,0000-00-00_הגושרים_כפר בלום_דפנה.gpx,התחלה,"(33.223468, 35.615367)",33.223468,35.615367
642,0000-00-00_הגושרים_כפר בלום_דפנה.gpx,סיום,"(33.223412, 35.615647)",33.223412,35.615647
643,0000-00-00_נווה זוהר_1.gpx,התחלה,"(31.261391, 35.367544)",31.26139113211751,35.367544113130464
643,0000-00-00_נווה זוהר_1.gpx,סיום,"(31.261360, 35.367816)",31.26136018,35.36781621
644,0000-00-00_מעלות-תרשיחא_אבירים.gpx,התחלה,"(33.012308, 35.280552)",33.012307654225,35.280552369074
644,0000-00-00_מעלות-תרשיחא_אבירים.gpx,סיום,"(33.037998, 35.271111)",33.03799849599,35.271110993342
645,0000-00-00_מצפה רמון_צופר_פארן.GPX,התחלה,"(30.612558, 34.804159)",30.612558,34.804159
645,0000-00-00_מצפה רמון_צופר_פארן.GPX,סיום,"(30.361682, 35.160742)",30.361682,35.160742
646,0000-00-00_שדה אליעזר_עלמה.gpx,התחלה,"(33.039093, 35.548134)",33.039093,35.548134
646,0000-00-00_שדה אליעזר_עלמה.gpx,סיום,"(33.039097, 35.548405)",33.039097,35.548405
647,0000-00-00_עבדון_אבירים_מנות.gpx,התחלה,"(33.042565, 35.176460)",33.042565,35.17646
647,0000-00-00_עבדון_אבירים_מנות.gpx,סיום,"(33.042618, 35.176328)",33.042618,35.176328
648,0000-00-00_יערה_אדמית.gpx,התחלה,"(33.073657, 35.178478)",33.07365686957539,35.178477585678365
648,0000-00-00_יערה_אדמית.gpx,סיום,"(33.073544, 35.178597)",33.073544,35.178597
649,0000-00-00_דלתון_כפר שמאי.gpx,התחלה,"(32.993848, 35.475907)",32.993847504108,35.475907172756
649,0000-00-00_דלתון_כפר שמאי.gpx,סיום,"(32.973687, 35.461878)",32.973687045724,35.461878331026
650,0000-00-00_דלתון_מירון.gpx,התחלה,"(32.994118, 35.475915)",32.994117775592,35.475915069513
650,0000-00-00_דלתון_מירון.gpx,סיום,"(32.979413, 35.443224)",32.979413060643,35.443224376218
651,0000-00-00_נווה זוהר_ערד.gpx,התחלה,"(31.282834, 35.370559)",31.28283426385805,35.37055897755937
651,0000-00-00_נווה זוהר_ערד.gpx,סיום,"(31.284492, 35.357435)",31.28449247,35.35743491
652,0000-00-00_חיפה_3.gpx,התחלה,"(32.798985, 34.982063)",32.79898478693167,34.98206266368712
652,0000-00-00_חיפה_3.gpx,סיום,"(32.799175, 34.982148)",32.799175,34.982148
653,0000-00-00_גורנות הגליל_אדמית_אילון.gpx,התחלה,"(33.063341, 35.250577)",33.06334149426,35.250577417927
653,0000-00-00_גורנות הגליל_אדמית_אילון.gpx,סיום,"(33.067334, 35.220837)",33.067333626882,35.220837084369
654,0000-00-00_רמות נפתלי_יפתח.gpx,התחלה,"(33.090207, 35.561896)",33.090207,35.561896
654,0000-00-00_רמות נפתלי_יפתח.gpx,סיום,"(33.143073, 35.551582)",33.143073,35.551582
655,0000-00-00_גילון_נחף_פלך.gpx,התחלה,"(32.916008, 35.226412)",32.91600827457589,35.22641245323817
655,0000-00-00_גילון_נחף_פלך.gpx,סיום,"(32.915393, 35.226031)",32.915393,35.226031
656,0000-00-00_אלונים_שער העמקים_רמת ישי.gpx,התחלה,"(32.710334, 35.144651)",32.710334,35.144651
656,0000-00-00_אלונים_שער העמקים_רמת ישי.gpx,סיום,"(32.710425, 35.144714)",32.710425,35.144714
657,0000-00-00_כרכום_משמר הירדן_אלמגור.gpx,התחלה,"(32.925065, 35.607848)",32.925065,35.607848
657,0000-00-00_כרכום_משמר הירדן_אלמגור.gpx,סיום,"(32.925058, 35.608102)",32.925058,35.608102
658,0000-00-00_ברעם_מירון_צבעון.gpx,התחלה,"(33.008979, 35.393702)",33.008979,35.393702
658,0000-00-00_ברעם_מירון_צבעון.gpx,סיום,"(33.008951, 35.393707)",33.008951,35.393707
659,0000-00-00_טל-אל_גילון_יסעור.GPX,התחלה,"(32.927755, 35.169762)",32.927755,35.169762
659,0000-00-00_טל-אל_גילון_יסעור.GPX,סיום,"(32.927674, 35.169702)",32.927674,35.169702
660,0000-00-00_איילת השחר_דלתון_סאסא_דישון_שדה אליעזר.gpx,התחלה,"(33.021616, 35.573212)",33.021616,35.573212
660,0000-00-00_איילת השחר_דלתון_סאסא_דישון_שדה אליעזר.gpx,סיום,"(33.021570, 35.573261)",33.02157,35.573261
661,0000-00-00_נאעורה_דחי_גבע.gpx,התחלה,"(32.601422, 35.394020)",32.6014225,35.39401995
661,0000-00-00_נאעורה_דחי_גבע.gpx,סיום,"(32.601496, 35.394307)",32.601496,35.394307
662,0000-00-00_נאות הכיכר_נווה זוהר.gpx,התחלה,"(31.039631, 35.367079)",31.039631,35.367079
662,0000-00-00_נאות הכיכר_נווה זוהר.gpx,סיום,"(31.079517, 35.370380)",31.079517,35.37038
663,0000-00-00_שלומי_יערה_מצובה.gpx,התחלה,"(33.073556, 35.152060)",33.0735563,35.1520604
663,0000-00-00_שלומי_יערה_מצובה.gpx,סיום,"(33.073556, 35.152060)",33.0735563,35.1520604
664,2026-07-31_כפר חנניה.gpx,התחלה,"(32.909257, 35.422654)",32.909257283,35.422653683
664,2026-07-31_כפר חנניה.gpx,סיום,"(32.909211, 35.422831)",32.909210583,35.422830567
665,0000-00-00_עין יעקב_כברי_געתון.GPX,התחלה,"(33.010056, 35.226777)",33.010056,35.226777
665,0000-00-00_עין יעקב_כברי_געתון.GPX,סיום,"(33.010056, 35.226777)",33.010056,35.226777
666,0000-00-00_עין יעקב_כברי_געתון_1.gpx,התחלה,"(33.008668, 35.222737)",33.008668,35.2227374
666,0000-00-00_עין יעקב_כברי_געתון_1.gpx,סיום,"(33.008668, 35.222737)",33.008668,35.2227374
667,0000-00-00_שייח' דנון_כליל_כסרא-סמיע_יחיעם_עמקה.gpx,התחלה,"(33.000823, 35.143701)",33.000823,35.143701
667,0000-00-00_שייח' דנון_כליל_כסרא-סמיע_יחיעם_עמקה.gpx,סיום,"(33.001595, 35.143726)",33.001595,35.143726
668,0000-00-00_כפר גלעדי_מנרה_מרגליות.GPX,התחלה,"(33.238985, 35.571539)",33.238985,35.571539
668,0000-00-00_כפר גלעדי_מנרה_מרגליות.GPX,סיום,"(33.239020, 35.571551)",33.23902,35.571551
669,0000-00-00_עין הוד_גבע כרמל.gpx,התחלה,"(32.702376, 34.981736)",32.702375902010274,34.98173614657253
669,0000-00-00_עין הוד_גבע כרמל.gpx,סיום,"(32.650535, 34.966058)",32.650535,34.966058
670,0000-00-00_עין המפרץ_צביה_מגדל.gpx,התחלה,"(32.901600, 35.091892)",32.901599803723,35.091892121683
670,0000-00-00_עין המפרץ_צביה_מגדל.gpx,סיום,"(32.845620, 35.516907)",32.845619832327,35.516907157512
671,0000-00-00_ברקאי_כפר ויתקין_תל אביב -יפו_פתח תקווה_עינת.GPX,התחלה,"(32.482366, 35.024611)",32.482366,35.024611
671,0000-00-00_ברקאי_כפר ויתקין_תל אביב -יפו_פתח תקווה_עינת.GPX,סיום,"(32.093570, 34.941437)",32.09357,34.941437
672,0000-00-00_ערד_1.gpx,התחלה,"(31.261813, 35.239159)",31.261813,35.239159
672,0000-00-00_ערד_1.gpx,סיום,"(31.317837, 35.347941)",31.317837,35.347941
673,0000-00-00_ערד_נווה זוהר_1.gpx,התחלה,"(31.254278, 35.207332)",31.254278,35.207332
673,0000-00-00_ערד_נווה זוהר_1.gpx,סיום,"(31.150023, 35.361742)",31.150023,35.361742
674,0000-00-00_בני ברק_נווה ירק_גבעת השלושה.gpx,התחלה,"(32.110595, 34.846690)",32.11059510974039,34.84669013922033
674,0000-00-00_בני ברק_נווה ירק_גבעת השלושה.gpx,סיום,"(32.112441, 34.914190)",32.112441,34.91419
675,0000-00-00_פארן_יהל_שחרות.GPX,התחלה,"(30.361682, 35.160742)",30.361682,35.160742
675,0000-00-00_פארן_יהל_שחרות.GPX,סיום,"(29.916166, 35.006183)",29.916166,35.006183
676,0000-00-00_מעיליא.gpx,התחלה,"(33.030560, 35.258631)",33.030560342594,35.258631064889
676,0000-00-00_מעיליא.gpx,סיום,"(33.037612, 35.258889)",33.0376120158,35.258888556955
677,0000-00-00_לוטן_קטורה.gpx,התחלה,"(29.986144, 35.074214)",29.986144,35.074214
677,0000-00-00_לוטן_קטורה.gpx,סיום,"(29.986094, 35.074171)",29.986094,35.074171
678,2025-07-06_עין קנייא_שניר.gpx,התחלה,"(33.250485, 35.729318)",33.250484634381,35.729317846794
678,2025-07-06_עין קנייא_שניר.gpx,סיום,"(33.240818, 35.681031)",33.240817889597,35.681030952717
679,0000-00-00_עינת_כרמי יוסף_בית גוברין.GPX,התחלה,"(32.089065, 34.942816)",32.089065,34.942816
679,0000-00-00_עינת_כרמי יוסף_בית גוברין.GPX,סיום,"(31.610060, 34.896212)",31.61006,34.896212
680,0000-00-00_כפר ראש הנקרה_3.gpx,התחלה,"(47.516534, 18.976314)",47.516534,18.976314
680,0000-00-00_כפר ראש הנקרה_3.gpx,סיום,"(47.516534, 18.976314)",47.516534,18.976314
681,0000-00-00_כפר ראש הנקרה_חניתה_יערה_לימן.gpx,התחלה,"(33.092872, 35.106711)",33.092872,35.106711
681,0000-00-00_כפר ראש הנקרה_חניתה_יערה_לימן.gpx,סיום,"(33.092874, 35.106449)",33.092874,35.106449
682,0000-00-00_מנרה.gpx,התחלה,"(33.191916, 35.566032)",33.191916,35.566032
682,0000-00-00_מנרה.gpx,סיום,"(33.195380, 35.547252)",33.19538,35.547252
683,0000-00-00_מג'דל שמס_קשת_תל קציר.gpx,התחלה,"(33.289467, 35.760902)",33.289467419,35.76090164
683,0000-00-00_מג'דל שמס_קשת_תל קציר.gpx,סיום,"(32.699032, 35.647881)",32.699032,35.647881
684,0000-00-00_אילת_מצפה רמון_עין גדי.gpx,התחלה,"(29.510238, 34.922447)",29.5102379,34.9224466
684,0000-00-00_אילת_מצפה רמון_עין גדי.gpx,סיום,"(31.349602, 35.326625)",31.349602,35.326625
685,0000-00-00_צבעון_חורפיש.gpx,התחלה,"(33.023346, 35.409048)",33.023346088034,35.409047878813
685,0000-00-00_צבעון_חורפיש.gpx,סיום,"(33.013349, 35.355872)",33.01334871912,35.355871730629
686,0000-00-00_צובה_מטע.gpx,התחלה,"(31.784030, 35.114680)",31.78403,35.11468
686,0000-00-00_צובה_מטע.gpx,סיום,"(31.717990, 35.055840)",31.717990000000004,35.05584
687,0000-00-00_ערד_2.gpx,התחלה,"(31.256880, 35.201790)",31.256880000000002,35.20179
687,0000-00-00_ערד_2.gpx,סיום,"(31.310650, 35.270050)",31.310650000000003,35.270050000000005
688,0000-00-00_בית אורן_נשר.gpx,התחלה,"(32.745799, 35.025614)",32.745798705483,35.025613671875
688,0000-00-00_בית אורן_נשר.gpx,סיום,"(32.745877, 35.025850)",32.745877240212,35.025849706268
689,0000-00-00_שחרות_אליפז_אילת.GPX,התחלה,"(29.916190, 35.006116)",29.91619,35.006116
689,0000-00-00_שחרות_אליפז_אילת.GPX,סיום,"(29.539965, 34.946609)",29.539965,34.946609
690,0000-00-00_שבלי - אום אל-גנם.gpx,התחלה,"(32.678623, 35.410904)",32.678623,35.410904
690,0000-00-00_שבלי - אום אל-גנם.gpx,סיום,"(32.678398, 35.410949)",32.678398,35.410949
691,0000-00-00_בית אורן_עין הוד.gpx,התחלה,"(32.714600, 35.013193)",32.71460029032,35.013193183477
691,0000-00-00_בית אורן_עין הוד.gpx,סיום,"(32.714131, 34.976973)",32.714130887481,34.97697263294
692,0000-00-00_מירון_קדרים.gpx,התחלה,"(32.979061, 35.442474)",32.97906135938351,35.44247449997292
692,0000-00-00_מירון_קדרים.gpx,סיום,"(32.912716, 35.485069)",32.912716,35.485069
693,0000-00-00_בר יוחאי_חורפיש.gpx,התחלה,"(32.993649, 35.414607)",32.993649432099375,35.41460719102477
693,0000-00-00_בר יוחאי_חורפיש.gpx,סיום,"(33.005709, 35.361623)",33.005709,35.361623
694,0000-00-00_בית חנניה_שדות ים.gpx,התחלה,"(32.532340, 34.926581)",32.532339820119,34.926581425699
694,0000-00-00_בית חנניה_שדות ים.gpx,סיום,"(32.502014, 34.893463)",32.502014187225,34.893462668978
695,0000-00-00_כפר נטר_נתניה_געש_יקום_אודים.gpx,התחלה,"(32.272981, 34.859120)",32.272981,34.85912
695,0000-00-00_כפר נטר_נתניה_געש_יקום_אודים.gpx,סיום,"(32.272947, 34.859084)",32.272947,34.859084
696,0000-00-00_כסיפה_ערד_דימונה.GPX,התחלה,"(31.275392, 35.126886)",31.275392,35.126886
696,0000-00-00_כסיפה_ערד_דימונה.GPX,סיום,"(31.030080, 35.077042)",31.03008,35.077042
697,0000-00-00_אליפז_אילת.gpx,התחלה,"(29.760742, 34.969236)",29.760742,34.969236
697,0000-00-00_אליפז_אילת.gpx,סיום,"(29.539965, 34.946609)",29.539965,34.946609
698,0000-00-00_אבירים.gpx,התחלה,"(33.044752, 35.286584)",33.044752373205746,35.28658390045167
698,0000-00-00_אבירים.gpx,סיום,"(33.044463, 35.285821)",33.044463,35.285821
699,2026-08-19_יחיעם_כברי_געתון.gpx,התחלה,"(33.005043, 35.215369)",33.0050425,35.215369
699,2026-08-19_יחיעם_כברי_געתון.gpx,סיום,"(33.005047, 35.215485)",33.0050467,35.2154854
