מקור,יעד,פעולה,הערה
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\טיולי שביל ישראל\מקטעי שביל ישראל gpx\מקטע צפוני 15 קטעים\‎⁨שביל_ישראל-צפון_1⁩.gpx,C:\Users\yairr\GPX_files\‎⁨שביל_ישראל-צפון_1⁩.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\טיולי שביל ישראל\מקטעי שביל ישראל gpx\מקטע צפוני 15 קטעים\‎⁨שביל_ישראלמקטע1-אתרהשטח⁩.gpx,C:\Users\yairr\GPX_files\‎⁨שביל_ישראלמקטע1-אתרהשטח⁩.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולי אימון\יגור מעגלי.gpx,C:\Users\yairr\GPX_files\יגור מעגלי.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולי אימון\תבור מעגלי.gpx,C:\Users\yairr\GPX_files\תבור מעגלי.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולי אימון\רכס רמים ירידה ברכבל.gpx,C:\Users\yairr\GPX_files\רכס רמים ירידה ברכבל.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולי אימון\יגור שביל הדרוזים דרך היערן.gpx,C:\Users\yairr\GPX_files\יגור שביל הדרוזים דרך היערן.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולי אימון\יורדים בנחל שכוי אל נחל עמוד - צפת.gpx,C:\Users\yairr\GPX_files\יורדים בנחל שכוי אל נחל עמוד - צפת.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולי אימון\מרות-קציון שדה אליעזר.gpx,C:\Users\yairr\GPX_files\מרות-קציון שדה אליעזר.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולי אימון\הר אדיר נחל פער.gpx,C:\Users\yairr\GPX_files\הר אדיר נחל פער.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולי אימון\מסביב להר שפנים - בית גאן.gpx,C:\Users\yairr\GPX_files\מסביב להר שפנים - בית גאן.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולי אימון\מסביב להררית.gpx,C:\Users\yairr\GPX_files\מסביב להררית.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולי אימון\נחל נמר אדמית.gpx,C:\Users\yairr\GPX_files\נחל נמר אדמית.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולי אימון\געתון גבעת העץ1.gpx,C:\Users\yairr\GPX_files\געתון גבעת העץ1.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולי אימון\הילה כזיב הילה2.gpx,C:\Users\yairr\GPX_files\הילה כזיב הילה2.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולי אימון\סובב מירון 11-440-.gpx,C:\Users\yairr\GPX_files\סובב מירון 11-440-.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולי אימון\געתון הר בטח געתון.gpx,C:\Users\yairr\GPX_files\געתון הר בטח געתון.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולי אימון\געתון הר בטח געתון 2.gpx,C:\Users\yairr\GPX_files\געתון הר בטח געתון 2.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולי אימון\געתון -עין מירב- עין אשחר - נחל געתון- עין יעקב 180-8.gpx,C:\Users\yairr\GPX_files\געתון -עין מירב- עין אשחר - נחל געתון- עין יעקב 180-8.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולי אימון\2023-09-04מצובה .gpx,C:\Users\yairr\GPX_files\2023-09-04מצובה .gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולי אימון\טיול מדרגות חיפה בעליה.gpx,C:\Users\yairr\GPX_files\טיול מדרגות חיפה בעליה.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולי אימון\טיול מדרגות בעליה 2.gpx,C:\Users\yairr\GPX_files\טיול מדרגות בעליה 2.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולי אימון\טיול מדרגות חיפה בירידה.gpx,C:\Users\yairr\GPX_files\טיול מדרגות חיפה בירידה.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולי אימון\טיול מדרגות בחיפה הקלטה  2023-09-10 .gpx,C:\Users\yairr\GPX_files\טיול מדרגות בחיפה הקלטה  2023-09-10 .gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולי אימון\נחל שיח חיפה.gpx,C:\Users\yairr\GPX_files\נחל שיח חיפה.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולים בנפאל\old basis\4Poon Hill Trek Tadapani to Ghandruk.gpx,C:\Users\yairr\GPX_files\4Poon Hill Trek Tadapani to Ghandruk.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולים בנפאל\מסלולים לפי ימים מסעות בתבונה בהימליה\גירסאות מוקדמות\7jhinu-danda-landruk.gpx,C:\Users\yairr\GPX_files\7jhinu-danda-landruk.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולים בנפאל\מסלולים לפי ימים מסעות בתבונה בהימליה\גירסאות מוקדמות\4-1doerali to chuile.gpx,C:\Users\yairr\GPX_files\4-1doerali to chuile.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולים בנפאל\מסלולים לפי ימים מסעות בתבונה בהימליה\גירסאות מוקדמות\3-2Ghorepani Poon Hill Ghorepani Doeralii(1).gpx,C:\Users\yairr\GPX_files\3-2Ghorepani Poon Hill Ghorepani Doeralii(1).gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולים בנפאל\מסלולים לפי ימים מסעות בתבונה בהימליה\גירסאות מוקדמות\טראק מסעות בתבונה 2023-10.gpx,C:\Users\yairr\GPX_files\טראק מסעות בתבונה 2023-10.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולים בנפאל\מסלולים לפי ימים מסעות בתבונה בהימליה\New folder\3-3Ghorepani Poon Hill Ghorepani Dureli Ben Thanti.gpx,C:\Users\yairr\GPX_files\3-3Ghorepani Poon Hill Ghorepani Dureli Ben Thanti.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולים בנפאל\מסלולים לפי ימים מסעות בתבונה בהימליה\New folder\1Tikhedunga to Ulleri.gpx,C:\Users\yairr\GPX_files\1Tikhedunga to Ulleri.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולים בנפאל\מסלולים לפי ימים מסעות בתבונה בהימליה\New folder\2Ulleri to Ghorepani.gpx,C:\Users\yairr\GPX_files\2Ulleri to Ghorepani.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\נפאל\נפאל הימליה 10-23\מסלולים בנפאל\מסלולים לפי ימים מסעות בתבונה בהימליה\New folder\5chuile to ghandruk.gpx,C:\Users\yairr\GPX_files\5chuile to ghandruk.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\בודפסט 11-2024\מסלולים רגילים\רכבל הכסאות ירידה רגלית.gpx,C:\Users\yairr\GPX_files\רכבל הכסאות ירידה רגלית.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2024\בודפסט 11-2024\מסלולים רגילים\טיול 20 קמ.gpx,C:\Users\yairr\GPX_files\טיול 20 קמ.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\טיולים רכיבות בחול\מסלולי הליכה\תכנון מסלולי הליכה שאמוני צרפת\מסלולי טיול GPX\t237270255_argentiereaiguilles des.gpx,C:\Users\yairr\GPX_files\t237270255_argentiereaiguilles des.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\טיולים רכיבות בחול\מסלולי הליכה\תכנון מסלולי הליכה שאמוני צרפת\מסלולי טיול GPX\2024-09-14_1859116312_GPX Download_ Le Petit Balcon Nord - Chamonix-Mont-Blanc - Trail - Loop.gpx,C:\Users\yairr\GPX_files\2024-09-14_1859116312_GPX Download_ Le Petit Balcon Nord - Chamonix-Mont-Blanc - Trail - Loop.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\טיולים רכיבות בחול\רכיבה דנובה\Danube_Cycle_Path_-_The_Black_Forest_to_the_Black_Sea.gpx,C:\Users\yairr\GPX_files\Danube_Cycle_Path_-_The_Black_Forest_to_the_Black_Sea.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\טיולים רכיבות בחול\רכיבה דנובה\Vienna_to_Budapest.gpx,C:\Users\yairr\GPX_files\Vienna_to_Budapest.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\טיולים רכיבות בחול\רכיבה דנובה\מפות GPX\1-Viena-Bratislava.gpx,C:\Users\yairr\GPX_files\1-Viena-Bratislava.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\טיולים רכיבות בחול\רכיבה דנובה\מפות GPX\2-bratislava-gyor.gpx,C:\Users\yairr\GPX_files\2-bratislava-gyor.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\טיולים רכיבות בחול\רכיבה דנובה\מפות GPX\3-gyor.gpx,C:\Users\yairr\GPX_files\3-gyor.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\טיולים רכיבות בחול\רכיבה דנובה\מפות GPX\4-budapest.gpx,C:\Users\yairr\GPX_files\4-budapest.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\טיולים רכיבות בחול\רכיבה דנובה\מפות GPX\21-Viena-Bratislava.gpx,C:\Users\yairr\GPX_files\כפילויות\21-Viena-Bratislava.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\טיולים רכיבות בחול\רכיבה דנובה\מפות GPX\1-Viena-Bratislava.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\טיולים רכיבות בחול\רכיבה דנובה\מפות GPX\22-bratislava-Gyor.gpx,C:\Users\yairr\GPX_files\כפילויות\22-bratislava-Gyor.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\טיולים רכיבות בחול\רכיבה דנובה\מפות GPX\2-bratislava-gyor.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\טיולים רכיבות בחול\רכיבה דנובה\מפות GPX\23-gyor-Ezstergom.gpx,C:\Users\yairr\GPX_files\כפילויות\23-gyor-Ezstergom.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\טיולים רכיבות בחול\רכיבה דנובה\מפות GPX\3-gyor.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\טיולים רכיבות בחול\רכיבה דנובה\מפות GPX\24-Ezstergom-Budapest.gpx,C:\Users\yairr\GPX_files\כפילויות\24-Ezstergom-Budapest.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\טיולים רכיבות בחול\רכיבה דנובה\מפות GPX\4-budapest.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\חופשות 2025\ליידן הולנד 2025-08-31\Leiden_bikeTour_444.gpx,C:\Users\yairr\GPX_files\Leiden_bikeTour_444.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\maanitkkl1-2025-01-17_063500.gpx,C:\Users\yairr\GPX_files\maanitkkl1-2025-01-17_063500.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\Gaaton shomrat.gpx,C:\Users\yairr\GPX_files\Gaaton shomrat.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\להבות הבשן.gpx,C:\Users\yairr\GPX_files\להבות הבשן.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\סובב כרכום כפר הנשיא.gpx,C:\Users\yairr\GPX_files\סובב כרכום כפר הנשיא.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\שביל הבשור.gpx,C:\Users\yairr\GPX_files\שביל הבשור.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\Singel Kabri.gpx,C:\Users\yairr\GPX_files\Singel Kabri.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\טיילת דרום הגולן.gpx,C:\Users\yairr\GPX_files\טיילת דרום הגולן.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\טיילת דרום הגולן 1.gpx,C:\Users\yairr\GPX_files\טיילת דרום הגולן 1.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\סובב טבעון .gpx,C:\Users\yairr\GPX_files\סובב טבעון .gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\kabri (1).gpx,C:\Users\yairr\GPX_files\kabri (1).gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\kabri.gpx,C:\Users\yairr\GPX_files\כפילויות\kabri.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\kabri (1).gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\בארי משפחות כתום.GPX,C:\Users\yairr\GPX_files\בארי משפחות כתום.GPX,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\בארי משפחות כחול.GPX,C:\Users\yairr\GPX_files\בארי משפחות כחול.GPX,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מונה סובב מירון חדש.gpx,C:\Users\yairr\GPX_files\מונה סובב מירון חדש.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מונה כברי שבי ציון שיירה.gpx,C:\Users\yairr\GPX_files\מונה כברי שבי ציון שיירה.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\יער הדובים השיירה סינגל בני.gpx,C:\Users\yairr\GPX_files\יער הדובים השיירה סינגל בני.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מ182 סובב מירון חדש.gpx,C:\Users\yairr\GPX_files\כפילויות\מ182 סובב מירון חדש.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מונה סובב מירון חדש.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\נחל כזיב.gpx,C:\Users\yairr\GPX_files\נחל כזיב.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\2026-08-09 074647__20260809_0746.gpx,C:\Users\yairr\GPX_files\2026-08-09 074647__20260809_0746.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\2026-08-08 062707__20260808_0627.gpx,C:\Users\yairr\GPX_files\2026-08-08 062707__20260808_0627.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\2026-08-08_06-26-37_hk_1786159597.gpx,C:\Users\yairr\GPX_files\2026-08-08_06-26-37_hk_1786159597.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\2026-07-07_17-15-55_hk_1783433755.gpx,C:\Users\yairr\GPX_files\2026-07-07_17-15-55_hk_1783433755.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מסלולים מגלקסי2026-06-01 20.27.33\2025-05-03_חרבת חממה שביל הפסגה חניון הפיתול.gpx,C:\Users\yairr\GPX_files\כפילויות\2025-05-03_חרבת חממה שביל הפסגה חניון הפיתול.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\טיולי שביל ישראל\הקלטות שביל ישראל\הקלטה\2025-05-03_חרבת חממה שביל הפסגה חניון הפיתול.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מסלולים מגלקסי2026-06-01 20.27.33\2025-10-25 083120__20251025_0831.gpx,C:\Users\yairr\GPX_files\כפילויות\2025-10-25 083120__20251025_0831.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\טיולי שביל ישראל\הקלטות שביל ישראל\הקלטה\2025-10-25 עין הוד מצפה עופר.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מסלולים מגלקסי2026-06-01 20.27.33\2026-05-27 075530__20260527_0755.gpx,C:\Users\yairr\GPX_files\2026-05-27 075530__20260527_0755.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מסלולים מגלקסי2026-06-01 20.27.33\2026-05-30 072357__20260530_0723.gpx,C:\Users\yairr\GPX_files\2026-05-30 072357__20260530_0723.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מסלולים מגלקסי2026-06-01 20.27.33\d754420e-e217-4086-9dc0-15683569d7be_Large.GPX,C:\Users\yairr\GPX_files\כפילויות\d754420e-e217-4086-9dc0-15683569d7be_Large.GPX,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\בארי משפחות כתום.GPX
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מסלולים מגלקסי2026-06-01 20.27.33\kabri (1).gpx,C:\Users\yairr\GPX_files\כפילויות\kabri (1).gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\kabri (1).gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מסלולים מגלקסי2026-06-01 20.27.33\neve-zohar-neot-hakikar-single.gpx,C:\Users\yairr\GPX_files\neve-zohar-neot-hakikar-single.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מסלולים מגלקסי2026-06-01 20.27.33\אליעד לנטור.gpx,C:\Users\yairr\GPX_files\אליעד לנטור.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מסלולים מגלקסי2026-06-01 20.27.33\בארי משפחות כחול.GPX,C:\Users\yairr\GPX_files\כפילויות\בארי משפחות כחול.GPX,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\בארי משפחות כתום.GPX
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מסלולים מגלקסי2026-06-01 20.27.33\בארי משפחות כתום.GPX,C:\Users\yairr\GPX_files\כפילויות\בארי משפחות כתום.GPX,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\בארי משפחות כחול.GPX
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מסלולים מגלקסי2026-06-01 20.27.33\בארי שוקדה בשור.gpx,C:\Users\yairr\GPX_files\בארי שוקדה בשור.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מסלולים מגלקסי2026-06-01 20.27.33\בארי שוקדה עם קיצורים.gpx,C:\Users\yairr\GPX_files\בארי שוקדה עם קיצורים.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מסלולים מגלקסי2026-06-01 20.27.33\בארי שוקדה.gpx,C:\Users\yairr\GPX_files\בארי שוקדה.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מסלולים מגלקסי2026-06-01 20.27.33\טיילת דרום הגולן אופניים משפחתי קל 1.gpx,C:\Users\yairr\GPX_files\טיילת דרום הגולן אופניים משפחתי קל 1.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מסלולים מגלקסי2026-06-01 20.27.33\יער הדובים השיירה סינגל בני.gpx,C:\Users\yairr\GPX_files\כפילויות\יער הדובים השיירה סינגל בני.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\יער הדובים השיירה סינגל בני.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מסלולים מגלקסי2026-06-01 20.27.33\להבות הבשן.gpx,C:\Users\yairr\GPX_files\כפילויות\להבות הבשן.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\להבות הבשן.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מסלולים מגלקסי2026-06-01 20.27.33\מונה כברי שבי ציון שיירה.gpx,C:\Users\yairr\GPX_files\כפילויות\מונה כברי שבי ציון שיירה.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מונה כברי שבי ציון שיירה.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מסלולים מגלקסי2026-06-01 20.27.33\ממאגר בנטל לעין זיוון - שביל הגולן מקטע 5 .gpx,C:\Users\yairr\GPX_files\ממאגר בנטל לעין זיוון - שביל הגולן מקטע 5 .gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מסלולים מגלקסי2026-06-01 20.27.33\נחל עמוד עליון חניון שמורת נחל עמוד.gpx,C:\Users\yairr\GPX_files\נחל עמוד עליון חניון שמורת נחל עמוד.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מסלולים מגלקסי2026-06-01 20.27.33\נחל עמוד עליון נחל מירון.gpx,C:\Users\yairr\GPX_files\נחל עמוד עליון נחל מירון.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מסלולים מגלקסי2026-06-01 20.27.33\נקיקי יפתח מצודת כוח קרן נפתלי.gpx,C:\Users\yairr\GPX_files\כפילויות\נקיקי יפתח מצודת כוח קרן נפתלי.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\טיולי שביל ישראל\נקיקי יפתח מצודת כוח קרן נפתלי.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מסלולים מגלקסי2026-06-01 20.27.33\סובב בית הכרם צפון.gpx,C:\Users\yairr\GPX_files\סובב בית הכרם צפון.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מסלולים מגלקסי2026-06-01 20.27.33\סובב טבעון.gpx,C:\Users\yairr\GPX_files\סובב טבעון.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מסלולים מגלקסי2026-06-01 20.27.33\סובב כרכום כפר הנשיא.gpx,C:\Users\yairr\GPX_files\כפילויות\סובב כרכום כפר הנשיא.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\סובב כרכום כפר הנשיא.gpx
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מסלולים מגלקסי2026-06-01 20.27.33\סינגל חמרית מפעלי ים המלח.gpx,C:\Users\yairr\GPX_files\סינגל חמרית מפעלי ים המלח.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מסלולים מגלקסי2026-06-01 20.27.33\סינגל יחיעם 2.GPX,C:\Users\yairr\GPX_files\סינגל יחיעם 2.GPX,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מסלולים מגלקסי2026-06-01 20.27.33\סינגל יחיעם המחודש.gpx,C:\Users\yairr\GPX_files\סינגל יחיעם המחודש.gpx,הועבר,
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מסלולים מגלקסי2026-06-01 20.27.33\סינגל יחיעם.GPX,C:\Users\yairr\GPX_files\כפילויות\סינגל יחיעם.GPX,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מסלולים מגלקסי2026-06-01 20.27.33\סינגל יחיעם 2.GPX
G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\מסלולים מגלקסי2026-06-01 20.27.33\סינגל כברי.gpx,C:\Users\yairr\GPX_files\כפילויות\סינגל כברי.gpx,כפילות (הועבר לתיקיית כפילויות),זהה בתוכן ל: G:\My Drive\רון - ניירת אישית\חופשות-טיסות\מסלולי אופניים\kabri (1).gpx
