שם ישן,שם חדש,השתנה?,הערה
2022-01-17_נווה זוהר.gpx,2022-01-17_נווה זוהר.gpx,False,
2022-01-18_נווה זוהר.gpx,2022-01-18_נווה זוהר.gpx,False,
2022-01-19_נווה זוהר.gpx,2022-01-19_נווה זוהר.gpx,False,
2022-01-21_יחיעם_נווה זיו_געתון.gpx,2022-01-21_געתון_נווה זיו_געתון.gpx,True,
2022-01-29_יחיעם_נווה זיו_געתון.gpx,2022-01-29_געתון_נווה זיו_געתון.gpx,True,
2022-01-30_יחיעם_נווה זיו_געתון.gpx,2022-01-30_געתון_נווה זיו_געתון.gpx,True,
2022-02-01_יחיעם_נווה זיו_געתון.gpx,2022-02-01_געתון_נווה זיו_געתון.gpx,True,
2022-02-02_יחיעם_נווה זיו_געתון.gpx,2022-02-02_געתון_נווה זיו_געתון.gpx,True,
2022-02-11_געתון_נהרייה_כפר ראש הנקרה_כברי_יחיעם.gpx,2022-02-11_געתון_נהרייה_כפר ראש הנקרה_כברי_יחיעם.gpx,False,
2022-02-16_יחיעם_נווה זיו_געתון.gpx,2022-02-16_געתון_נווה זיו_געתון.gpx,True,
2022-02-17_כפר מסריק_עין המפרץ.gpx,2022-02-17_כפר מסריק_עין המפרץ.gpx,False,
2022-02-18_יחיעם_גשר הזיו_געתון.gpx,2022-02-18_געתון_גשר הזיו_געתון.gpx,True,
2022-02-19_יחיעם_נווה זיו_געתון.gpx,2022-02-19_געתון_נווה זיו_געתון.gpx,True,
2022-02-22_יחיעם_כברי_געתון.gpx,2022-02-22_געתון_כברי_געתון.gpx,True,
2022-02-23_יחיעם_נווה זיו_געתון.gpx,2022-02-23_געתון_נווה זיו_געתון.gpx,True,
2022-02-24_כפר מסריק_עין המפרץ.gpx,2022-02-24_כפר מסריק_עין המפרץ.gpx,False,
2022-02-27_יחיעם_נווה זיו_געתון.gpx,2022-02-27_געתון_נווה זיו_געתון.gpx,True,
2022-02-28_יחיעם_כברי_כפר ראש הנקרה_כברי_געתון.gpx,2022-02-28_געתון_כברי_כפר ראש הנקרה_כברי_געתון.gpx,True,
2022-03-01_יחיעם_נווה זיו_געתון.gpx,2022-03-01_געתון_נווה זיו_געתון.gpx,True,
2022-03-04_יחיעם_גשר הזיו_געתון.gpx,2022-03-04_געתון_גשר הזיו_געתון.gpx,True,
2022-03-05_מעונה_אבירים_מעיליא.gpx,2022-03-05_מעונה_אבירים_מעיליא.gpx,False,
2022-03-07_נווה זוהר.gpx,2022-03-07_נווה זוהר.gpx,False,
2022-03-08_נווה זוהר.gpx,2022-03-08_נווה זוהר.gpx,False,
2022-03-10_נווה זוהר.gpx,2022-03-10_נווה זוהר.gpx,False,
2022-03-25_יחיעם_נווה זיו_געתון.gpx,2022-03-25_געתון_נווה זיו_געתון.gpx,True,
2022-04-01_יחיעם_נווה זיו_געתון.gpx,2022-04-01_געתון_נווה זיו_געתון.gpx,True,
2022-04-02_יחיעם_מעונה.gpx,2022-04-02_געתון_מעונה.gpx,True,
2022-04-03_יחיעם_נווה זיו_געתון.gpx,2022-04-03_געתון_נווה זיו_געתון.gpx,True,
2022-04-06_תל אביב -יפו_בני ברק.gpx,2022-04-06_תל אביב-יפו_בני ברק.gpx,True,
2022-04-07_יחיעם_נווה זיו_געתון.gpx,2022-04-07_געתון_נווה זיו_געתון.gpx,True,
2022-04-12_יחיעם_נווה זיו_געתון.gpx,2022-04-12_געתון_נווה זיו_געתון.gpx,True,
2022-04-13_יחיעם_נווה זיו_געתון.gpx,2022-04-13_געתון_נווה זיו_געתון.gpx,True,
2022-04-14_שלומי_חניתה.gpx,2022-04-14_שלומי_חניתה.gpx,False,
2022-04-15_שלומי_חניתה.gpx,2022-04-15_שלומי_חניתה.gpx,False,
2022-04-19_כברי_יחיעם.gpx,2022-04-19_כברי_יחיעם.gpx,False,
2022-04-21_יחיעם_נווה זיו_געתון.gpx,2022-04-21_געתון_נווה זיו_געתון.gpx,True,
2022-04-22_יחיעם_כברי_געתון.gpx,2022-04-22_געתון_כברי_געתון.gpx,True,
2022-04-24_יחיעם_נווה זיו_געתון.gpx,2022-04-24_געתון_נווה זיו_געתון.gpx,True,
2022-05-04_יחיעם_נווה זיו_געתון.gpx,2022-05-04_געתון_נווה זיו_געתון.gpx,True,
2022-05-06_יחיעם_נווה זיו_געתון.gpx,2022-05-06_געתון_נווה זיו_געתון.gpx,True,
2022-05-11_יחיעם_נווה זיו_געתון.gpx,2022-05-11_געתון_נווה זיו_געתון.gpx,True,
2022-05-12_יחיעם_נווה זיו_געתון.gpx,2022-05-12_געתון_נווה זיו_געתון.gpx,True,
2022-05-15_יחיעם_נווה זיו_געתון.gpx,2022-05-15_געתון_נווה זיו_געתון.gpx,True,
2022-05-18_יחיעם_נווה זיו_געתון.gpx,2022-05-18_געתון_נווה זיו_געתון.gpx,True,
2022-05-19_יחיעם_כברי_געתון.gpx,2022-05-19_געתון_כברי_געתון.gpx,True,
2022-05-25_יחיעם_נווה זיו_געתון.gpx,2022-05-25_געתון_נווה זיו_געתון.gpx,True,
2022-05-26_יחיעם_נווה זיו_געתון.gpx,2022-05-26_געתון_נווה זיו_געתון.gpx,True,
2022-05-31_יחיעם_נווה זיו_געתון.gpx,2022-05-31_געתון_נווה זיו_געתון.gpx,True,
2022-06-01_לוטן_גרופית_קטורה.gpx,2022-06-01_לוטן_גרופית_קטורה.gpx,False,
2022-06-02_לוטן_יטבתה_אליפז_יטבתה_קטורה.gpx,2022-06-02_לוטן_יטבתה_אליפז_יטבתה_קטורה.gpx,False,
2022-06-03_אליפז.gpx,2022-06-03_אליפז.gpx,False,
2022-06-04_יחיעם_נהרייה_כפר ראש הנקרה_כברי_געתון.gpx,2022-06-04_געתון_נהרייה_כפר ראש הנקרה_כברי_געתון.gpx,True,
2022-06-06_קשת_אלוני הבשן.gpx,2022-06-06_קשת_אלוני הבשן.gpx,False,
2022-06-11_יחיעם_כברי_כפר ראש הנקרה_עבדון_מעונה.gpx,2022-06-11_געתון_כברי_כפר ראש הנקרה_עבדון_מעונה.gpx,True,
2022-06-12_יחיעם_נווה זיו_געתון.gpx,2022-06-12_געתון_נווה זיו_געתון.gpx,True,
2022-06-15_יחיעם_כברי_כפר ראש הנקרה_כברי_געתון.gpx,2022-06-15_געתון_כברי_כפר ראש הנקרה_כברי_געתון.gpx,True,
2022-06-18_געתון.gpx,2022-06-18_געתון.gpx,False,
2022-06-19_יחיעם_כברי_כפר ראש הנקרה_כברי_געתון.gpx,2022-06-19_געתון_כברי_כפר ראש הנקרה_כברי_געתון.gpx,True,
2022-06-24_יחיעם_כברי_כפר ראש הנקרה_עבדון_מעונה.gpx,2022-06-24_געתון_כברי_כפר ראש הנקרה_עבדון_מעונה.gpx,True,
2022-06-27_נווה זוהר.gpx,2022-06-27_נווה זוהר.gpx,False,
2022-06-28_נווה זוהר.gpx,2022-06-28_נווה זוהר.gpx,False,
2022-06-29_נווה זוהר.gpx,2022-06-29_נווה זוהר.gpx,False,
2022-06-30_ערד.gpx,2022-06-30_ערד.gpx,False,
2022-07-02_יחיעם_שייח' דנון_געתון.gpx,2022-07-02_געתון_שייח' דנון_געתון.gpx,True,
2022-07-03_כפר מסריק_עין המפרץ.gpx,2022-07-03_כפר מסריק_עין המפרץ.gpx,False,
2022-07-07_יחיעם_נווה זיו_געתון.gpx,2022-07-07_געתון_נווה זיו_געתון.gpx,True,
2022-07-08_יחיעם_גשר הזיו_מעונה.gpx,2022-07-08_געתון_גשר הזיו_מעונה.gpx,True,
2022-07-11_יחיעם_כברי_כפר ראש הנקרה_כברי_געתון.gpx,2022-07-11_געתון_כברי_כפר ראש הנקרה_כברי_געתון.gpx,True,
2022-07-15_יחיעם_כברי_כפר ראש הנקרה_כברי_געתון.gpx,2022-07-15_געתון_כברי_כפר ראש הנקרה_כברי_געתון.gpx,True,
2022-07-18_כברי_כפר ראש הנקרה_בן עמי.gpx,2022-07-18_כברי_כפר ראש הנקרה_בן עמי.gpx,False,
2022-07-19_יחיעם_כפר ראש הנקרה_נווה זיו.gpx,2022-07-19_געתון_כפר ראש הנקרה_נווה זיו.gpx,True,
2022-07-22_גורנות הגליל_אדמית_אילון.gpx,2022-07-22_גורנות הגליל_אדמית_אילון.gpx,False,
2022-07-23_יחיעם_כברי_געתון.gpx,2022-07-23_געתון_כברי_געתון.gpx,True,
2022-07-31_יחיעם_נווה זיו_געתון.gpx,2022-07-31_געתון_נווה זיו_געתון.gpx,True,
2022-08-02_יחיעם_נווה זיו_געתון.gpx,2022-08-02_געתון_נווה זיו_געתון.gpx,True,
2022-08-09_יחיעם_נווה זיו_געתון.gpx,2022-08-09_געתון_נווה זיו_געתון.gpx,True,
2022-08-19_יחיעם_כברי_כפר ראש הנקרה_כברי_געתון.gpx,2022-08-19_געתון_כברי_כפר ראש הנקרה_כברי_געתון.gpx,True,
2022-08-21_יחיעם_נווה זיו_כליל.gpx,2022-08-21_געתון_נווה זיו_כליל.gpx,True,
2022-10-03_יחיעם_עין יעקב_געתון.gpx,2022-10-03_געתון_עין יעקב_געתון.gpx,True,
2022-10-15_יחיעם_עין יעקב_געתון.gpx,2022-10-15_געתון_עין יעקב_געתון.gpx,True,
2022-10-21_יחיעם_נווה זיו_געתון.gpx,2022-10-21_געתון_נווה זיו_געתון.gpx,True,
2022-10-23_יחיעם_כברי_געתון.gpx,2022-10-23_געתון_כברי_געתון.gpx,True,
2022-10-24_יחיעם_כברי_געתון.gpx,2022-10-24_געתון_כברי_געתון.gpx,True,
2022-10-26_יחיעם_כברי_געתון.gpx,2022-10-26_געתון_כברי_געתון.gpx,True,
2022-10-27_כפר מסריק_יסעור_עין המפרץ.gpx,2022-10-27_כפר מסריק_יסעור_עין המפרץ.gpx,False,
2022-11-09_יחיעם_כברי_געתון.gpx,2022-11-09_געתון_כברי_געתון.gpx,True,
2022-11-11_יחיעם_נווה זיו_געתון.gpx,2022-11-11_געתון_נווה זיו_געתון.gpx,True,
2022-11-17_יחיעם_נווה זיו_געתון.gpx,2022-11-17_געתון_נווה זיו_געתון.gpx,True,
2022-11-18_יחיעם_כברי_געתון.gpx,2022-11-18_געתון_כברי_געתון.gpx,True,
2022-11-19_יחיעם_מעיליא_מעונה.gpx,2022-11-19_געתון_מעיליא_מעונה.gpx,True,
2022-11-23_מצובה_יערה.gpx,2022-11-23_מצובה_יערה.gpx,False,
2022-11-30_כברי_כפר ראש הנקרה_סער.gpx,2022-11-30_כברי_כפר ראש הנקרה_סער.gpx,False,
2022-12-05_נווה זוהר.gpx,2022-12-05_נווה זוהר.gpx,False,
2022-12-06_נווה זוהר.gpx,2022-12-06_נווה זוהר.gpx,False,
2022-12-07_נווה זוהר.gpx,2022-12-07_נווה זוהר.gpx,False,
2022-12-08_נווה זוהר.gpx,2022-12-08_נווה זוהר.gpx,False,
2022-12-12_יחיעם_נווה זיו_געתון.gpx,2022-12-12_געתון_נווה זיו_געתון.gpx,True,
2022-12-16_יחיעם_כברי_געתון.gpx,2022-12-16_געתון_כברי_געתון.gpx,True,
2022-12-17_יחיעם_כברי_מעונה.gpx,2022-12-17_געתון_כברי_מעונה.gpx,True,
2022-12-21_יחיעם_נווה זיו_געתון.gpx,2022-12-21_געתון_נווה זיו_געתון.gpx,True,
2022-12-28_יחיעם_כברי_כפר ראש הנקרה_כברי_געתון.gpx,2022-12-28_געתון_כברי_כפר ראש הנקרה_כברי_געתון.gpx,True,
2023-01-09_יחיעם_נווה זיו_געתון.gpx,2023-01-09_געתון_נווה זיו_געתון.gpx,True,
2023-01-11_מצובה_יערה.gpx,2023-01-11_מצובה_יערה.gpx,False,
2023-01-18_יחיעם_גשר הזיו_געתון.gpx,2023-01-18_געתון_גשר הזיו_געתון.gpx,True,
2023-01-25_נווה זוהר.gpx,2023-01-25_נווה זוהר.gpx,False,
2023-01-26_נווה זוהר.gpx,2023-01-26_נווה זוהר.gpx,False,
2023-01-27_נווה זוהר.gpx,2023-01-27_נווה זוהר.gpx,False,
2023-01-28_נווה זוהר.gpx,2023-01-28_נווה זוהר.gpx,False,
2023-02-17_יחיעם_נווה זיו_געתון.gpx,2023-02-17_געתון_נווה זיו_געתון.gpx,True,
2023-03-20_נווה זוהר.gpx,2023-03-20_נווה זוהר.gpx,False,
2023-03-21_נווה זוהר.gpx,2023-03-21_נווה זוהר.gpx,False,
2023-03-22_נווה זוהר.gpx,2023-03-22_נווה זוהר.gpx,False,
2023-03-23_נווה זוהר.gpx,2023-03-23_נווה זוהר.gpx,False,
2023-05-17_נתניה_שושנת העמקים.gpx,2023-05-17_נתניה_שושנת העמקים.gpx,False,
2023-07-06_יחיעם_עין יעקב.gpx,2023-07-06_געתון_עין יעקב.gpx,True,
2023-07-09_ברעם_חורפיש.gpx,2023-07-09_חורפיש_חורפיש.gpx,True,
2023-07-22_געתון_עין יעקב.gpx,2023-07-22_געתון_עין יעקב.gpx,False,
2023-07-30_מצובה_יערה.gpx,2023-07-30_מצובה_יערה.gpx,False,
2023-08-04_יגור.gpx,2023-08-04_יגור.gpx,False,
2023-08-11_יערה.gpx,2023-08-11_יערה.gpx,False,
2023-08-16_הילה_גורן.gpx,2023-08-16_מצפה הילה_גורן.gpx,True,
2023-08-18_גילון_צורית.gpx,2023-08-18_גילון_צורית.gpx,False,
2023-08-25_ברעם_מירון_בר יוחאי.gpx,2023-08-25_חורפיש_מירון_בר יוחאי.gpx,True,
2023-08-29_געתון_עין יעקב.gpx,2023-08-29_געתון_עין יעקב.gpx,False,
2023-09-04_מצובה_יערה.gpx,2023-09-04_מצובה_יערה.gpx,False,
2023-09-04_מצובה_יערה_1.gpx,2023-09-04_מצובה_יערה_1.gpx,False,
2023-09-10_חיפה.gpx,2023-09-10_חיפה.gpx,False,
2023-09-13_יחיעם_מעונה_עין יעקב.gpx,2023-09-13_געתון_מעונה_עין יעקב.gpx,True,
2023-09-19_חיפה.gpx,2023-09-19_חיפה.gpx,False,
2023-09-23_יחיעם_עין יעקב.gpx,2023-09-23_געתון_עין יעקב.gpx,True,
2023-09-25_יחיעם_געתון_עין יעקב.gpx,2023-09-25_געתון_געתון_עין יעקב.gpx,True,
2023-09-26_חיפה.gpx,2023-09-26_חיפה.gpx,False,
2023-10-06_אלוני הבשן.gpx,2023-10-06_פוקהרה.gpx,True,
2023-10-07_אלוני הבשן.gpx,2023-10-07_פוקהרה.gpx,True,
2023-10-14_געתון_עין יעקב_יחיעם.gpx,2023-10-14_געתון_עין יעקב_יחיעם.gpx,False,
2023-10-14_יחיעם_עין יעקב.gpx,2023-10-14_געתון_עין יעקב.gpx,True,
2023-10-21_יחיעם_נווה זיו_עין יעקב.gpx,2023-10-21_געתון_נווה זיו_עין יעקב.gpx,True,
2023-10-21_יחיעם_נווה זיו_עין יעקב_1.gpx,2023-10-21_געתון_נווה זיו_עין יעקב_1.gpx,True,
2023-11-20_געתון_נווה זיו_יחיעם.gpx,2023-11-20_געתון_נווה זיו_יחיעם.gpx,False,
2023-11-20_יחיעם_נווה זיו_עין יעקב.gpx,2023-11-20_געתון_נווה זיו_עין יעקב.gpx,True,
2023-12-19_יחיעם_נווה זיו_געתון.gpx,2023-12-19_געתון_נווה זיו_געתון.gpx,True,
2024-01-25_שדות ים_חדרה.gpx,2024-01-25_שדות ים_חדרה.gpx,False,
2024-02-06_שער העמקים_בית זיד.gpx,2024-02-06_שער העמקים_בית זיד.gpx,False,
2024-02-09_שער העמקים_בית זיד.gpx,2024-02-09_שער העמקים_בית זיד.gpx,False,
2024-02-22_חדרה_גאולי תימן.gpx,2024-02-22_חדרה_גאולי תימן.gpx,False,
2024-02-22_חופית_חדרה.gpx,2024-02-22_חופית_חדרה.gpx,False,
2024-02-23_יחיעם_נווה זיו_עין יעקב.gpx,2024-02-23_געתון_נווה זיו_עין יעקב.gpx,True,
2024-02-25_יחיעם_כברי_עין יעקב.gpx,2024-02-25_געתון_כברי_עין יעקב.gpx,True,
2024-02-26_יחיעם_כברי_עין יעקב.gpx,2024-02-26_געתון_כברי_עין יעקב.gpx,True,
2024-03-09_יחיעם_נווה זיו_עין יעקב.gpx,2024-03-09_געתון_נווה זיו_עין יעקב.gpx,True,
2024-03-21_אודים_יקום.gpx,2024-03-21_אודים_יקום.gpx,False,
2024-03-29_יחיעם_כברי_עין יעקב.gpx,2024-03-29_געתון_כברי_עין יעקב.gpx,True,
2024-04-02_נווה זוהר.gpx,2024-04-02_נווה זוהר.gpx,False,
2024-04-03_נווה זוהר.gpx,2024-04-03_נווה זוהר.gpx,False,
2024-04-18_בני ברק_תל אביב -יפו.gpx,2024-04-18_בני ברק_תל אביב -יפו.gpx,False,
2024-05-16_גבעת השלושה_עדנים.gpx,2024-05-16_גבעת השלושה_עדנים.gpx,False,
2024-05-20_נווה זוהר.gpx,2024-05-20_נווה זוהר.gpx,False,
2024-05-21_נווה זוהר.gpx,2024-05-21_נווה זוהר.gpx,False,
2024-05-22_נווה זוהר.gpx,2024-05-22_נווה זוהר.gpx,False,
2024-07-09_יחיעם_גשר הזיו_געתון.gpx,2024-07-09_געתון_גשר הזיו_געתון.gpx,True,
2024-07-31_כפר ראש הנקרה.gpx,2024-07-31_ליידן.gpx,True,
2024-09-14_כפר ראש הנקרה.gpx,2024-09-14_שאמוני.gpx,True,
2024-09-17_חיפה_כפר גלים.gpx,2024-09-17_חיפה_כפר גלים.gpx,False,
2024-09-19_ג'סר א-זרקא_שדות ים_קיסריה.gpx,2024-09-19_ג'סר א-זרקא_שדות ים_קיסריה.gpx,False,
2024-09-25_בית הערבה.gpx,2024-09-25_בית הערבה.gpx,False,
2024-10-07_יחיעם_געתון_עין יעקב.gpx,2024-10-07_געתון_געתון_עין יעקב.gpx,True,
2024-10-19_יחיעם_עין יעקב.gpx,2024-10-19_געתון_עין יעקב.gpx,True,
2024-11-07_צובה_אורה.gpx,2024-11-07_צובה_אורה.gpx,False,
2024-11-12_כפר ראש הנקרה.gpx,2024-11-12_בודפשט.gpx,True,
2024-12-17_כברי_כפר ראש הנקרה_בן עמי.gpx,2024-12-17_כברי_כפר ראש הנקרה_בן עמי.gpx,False,
2024-12-20_כברי_כפר ראש הנקרה_נהרייה.gpx,2024-12-20_כברי_כפר ראש הנקרה_נהרייה.gpx,False,
2024-12-25_כברי_כפר ראש הנקרה_בן עמי.gpx,2024-12-25_כברי_כפר ראש הנקרה_בן עמי.gpx,False,
2025-01-05_יחיעם_עין יעקב.gpx,2025-01-05_געתון_עין יעקב.gpx,True,
2025-01-06_נהרייה_יחיעם.gpx,2025-01-06_נהרייה_יחיעם.gpx,False,
2025-01-09_שניר_שאר ישוב.gpx,2025-01-09_שניר_שאר ישוב.gpx,False,
2025-01-17_עין שמר_ערערה_גן השומרון.gpx,2025-01-17_עין שמר_ערערה_גן השומרון.gpx,False,
2025-01-18_אלוני הבשן.gpx,2025-01-18_לאוס.gpx,True,
2025-01-19_אלוני הבשן.gpx,2025-01-19_לאוס.gpx,True,
2025-01-19_אלוני הבשן_1.gpx,2025-01-19_לאוס_1.gpx,True,
2025-01-19_אלוני הבשן_2.gpx,2025-01-19_לאוס_2.gpx,True,
2025-01-22_אלוני הבשן.gpx,2025-01-22_לאוס.gpx,True,
2025-01-23_אלוני הבשן.gpx,2025-01-23_לאוס.gpx,True,
2025-01-24_אלוני הבשן.gpx,2025-01-24_לאוס.gpx,True,
2025-01-27_אלוני הבשן.gpx,2025-01-27_לאוס.gpx,True,
2025-02-10_נווה זוהר.gpx,2025-02-10_נווה זוהר.gpx,False,
2025-02-11_נווה זוהר.gpx,2025-02-11_נווה זוהר.gpx,False,
2025-02-12_נווה זוהר.gpx,2025-02-12_נווה זוהר.gpx,False,
2025-02-13_נווה זוהר.gpx,2025-02-13_נווה זוהר.gpx,False,
2025-02-22_אפיק_מבוא חמה.gpx,2025-02-22_אפיק_מבוא חמה.gpx,False,
2025-03-02_יחיעם_כברי_עין יעקב.gpx,2025-03-02_געתון_כברי_עין יעקב.gpx,True,
2025-04-12_צבעון_חורפיש.gpx,2025-04-12_צבעון_חורפיש.gpx,False,
2025-04-25_עין הוד.gpx,2025-04-25_עין הוד.gpx,False,
2025-04-26_בית אורן_יגור.gpx,2025-04-26_בית אורן_יגור.gpx,False,
2025-05-03_ברעם_מירון.gpx,2025-05-03_חורפיש_מירון.gpx,True,
2025-05-15_עין קנייא_שניר.gpx,2025-05-15_עין קנייא_שניר.gpx,False,
2025-05-24_בית אורן_עין הוד.gpx,2025-05-24_בית אורן_עין הוד.gpx,False,
2025-07-03_שאר ישוב_שדה נחמיה.gpx,2025-07-03_שאר ישוב_שדה נחמיה.gpx,False,
2025-07-06_עין קנייא_שניר.gpx,2025-07-06_עין קנייא_שניר.gpx,False,
2025-07-26_הילה_גורן.gpx,2025-07-26_מצפה הילה_גורן.gpx,True,
2025-08-28_יחיעם_כפר ראש הנקרה.gpx,2025-08-28_געתון_כפר ראש הנקרה.gpx,True,
2025-09-01_כפר ראש הנקרה.gpx,2025-09-01_ליידן.gpx,True,
2025-09-02_כפר ראש הנקרה.gpx,2025-09-02_ליידן.gpx,True,
2025-09-08_יחיעם_כברי_געתון.gpx,2025-09-08_געתון_כברי_געתון.gpx,True,
2025-09-10_יחיעם_כברי_געתון.gpx,2025-09-10_געתון_כברי_געתון.gpx,True,
2025-09-14_יחיעם_עין יעקב.gpx,2025-09-14_געתון_עין יעקב.gpx,True,
2025-09-20_יחיעם_כברי_געתון.gpx,2025-09-20_געתון_כברי_געתון.gpx,True,
2025-09-22_יחיעם_שבי ציון_מזרעה.gpx,2025-09-22_געתון_שבי ציון_מזרעה.gpx,True,
2025-09-23_יחיעם_כפר ראש הנקרה_כברי.gpx,2025-09-23_געתון_כפר ראש הנקרה_כברי.gpx,True,
2025-09-30_יפתח_גונן_רמות נפתלי.gpx,2025-09-30_יפתח_גונן_רמות נפתלי.gpx,False,
2025-10-01_יחיעם_שבי ציון_מזרעה.gpx,2025-10-01_געתון_שבי ציון_מזרעה.gpx,True,
2025-10-02_געתון_גשר הזיו_יחיעם.gpx,2025-10-02_געתון_גשר הזיו_יחיעם.gpx,False,
2025-10-07_אבירים.gpx,2025-10-07_אבירים.gpx,False,
2025-10-11_יחיעם_כברי_געתון.gpx,2025-10-11_געתון_כברי_געתון.gpx,True,
2025-10-16_יחיעם_כליל_געתון.gpx,2025-10-16_געתון_כליל_געתון.gpx,True,
2025-10-17_מירון_כפר שמאי.gpx,2025-10-17_מירון_כפר שמאי.gpx,False,
2025-10-20_נווה זוהר.gpx,2025-10-20_נווה זוהר.gpx,False,
2025-10-25_עין הוד_גבע כרמל.gpx,2025-10-25_געתון_גבע כרמל.gpx,True,
2025-10-31_כפר ראש הנקרה_גשר הזיו.gpx,2025-10-31_כפר ראש הנקרה_גשר הזיו.gpx,False,
2025-11-06_בר יוחאי_חורפיש.gpx,2025-11-06_בר יוחאי_חורפיש.gpx,False,
2025-11-15_יחיעם_כליל_געתון.gpx,2025-11-15_געתון_כליל_געתון.gpx,True,
2025-12-25_בר יוחאי_מירון.gpx,2025-12-25_בר יוחאי_מירון.gpx,False,
2026-01-03_בית חנניה_שדות ים.gpx,2026-01-03_בית חנניה_שדות ים.gpx,False,
2026-01-10_כברי_כפר ראש הנקרה_בן עמי.gpx,2026-01-10_כברי_כפר ראש הנקרה_בן עמי.gpx,False,
2026-01-14_שבי ציון_נהרייה_מזרעה.gpx,2026-01-14_שבי ציון_נהרייה_מזרעה.gpx,False,
2026-01-15_שבי ציון_נהרייה_מזרעה.gpx,2026-01-15_שבי ציון_נהרייה_מזרעה.gpx,False,
2026-01-16_שבי ציון_נהרייה_מזרעה.gpx,2026-01-16_שבי ציון_נהרייה_מזרעה.gpx,False,
2026-01-23_יחיעם_געתון.gpx,2026-01-23_געתון_געתון.gpx,True,
2026-01-28_מרום גולן_עין זיוון.gpx,2026-01-28_מרום גולן_עין זיוון.gpx,False,
2026-01-30_כברי_כפר ראש הנקרה_בן עמי.gpx,2026-01-30_כברי_כפר ראש הנקרה_בן עמי.gpx,False,
2026-01-31_ברעם_מירון.gpx,2026-01-31_חורפיש_מירון.gpx,True,
2026-02-05_מצובה_יערה.gpx,2026-02-05_מצובה_יערה.gpx,False,
2026-02-07_יחיעם_כברי_גשר הזיו_הילה_געתון.gpx,2026-02-07_געתון_כברי_גשר הזיו_הילה_געתון.gpx,True,
2026-02-13_יחיעם_געתון.gpx,2026-02-13_געתון_געתון.gpx,True,
2026-02-21_יחיעם_כברי_געתון.gpx,2026-02-21_געתון_כברי_געתון.gpx,True,
2026-02-24_יחיעם_מעונה_געתון.gpx,2026-02-24_געתון_מעונה_געתון.gpx,True,
2026-02-25_יחיעם_נהרייה_בוסתן הגליל_נהרייה_געתון.gpx,2026-02-25_געתון_נהרייה_בוסתן הגליל_נהרייה_געתון.gpx,True,
2026-02-26_בארי.gpx,2026-02-26_בארי.gpx,False,
2026-02-27_כברי_כפר ראש הנקרה_בן עמי.gpx,2026-02-27_כברי_כפר ראש הנקרה_בן עמי.gpx,False,
2026-02-28_יחיעם_כברי_געתון.gpx,2026-02-28_געתון_כברי_געתון.gpx,True,
2026-03-05_געתון_כברי_יחיעם.gpx,2026-03-05_געתון_כברי_יחיעם.gpx,False,
2026-03-06_יחיעם_כברי_געתון.gpx,2026-03-06_געתון_כברי_געתון.gpx,True,
2026-03-13_יחיעם_געתון.gpx,2026-03-13_געתון_געתון.gpx,True,
2026-03-13_עין יעקב_געתון.gpx,2026-03-13_געתון_געתון.gpx,True,
2026-03-16_יחיעם_נווה זיו_כברי_עבדון_געתון.gpx,2026-03-16_געתון_נווה זיו_כברי_עבדון_געתון.gpx,True,
2026-03-18_יחיעם_נהרייה_געתון.gpx,2026-03-18_געתון_נהרייה_געתון.gpx,True,
2026-03-23_יחיעם_אבירים_געתון.gpx,2026-03-23_געתון_אבירים_געתון.gpx,True,
2026-03-25_יחיעם_גשר הזיו_געתון.gpx,2026-03-25_געתון_גשר הזיו_געתון.gpx,True,
2026-03-26_יחיעם_כברי_געתון.gpx,2026-03-26_געתון_כברי_געתון.gpx,True,
2026-04-09_יחיעם_לימן_געתון.gpx,2026-04-09_געתון_לימן_געתון.gpx,True,
2026-04-11_יחיעם_כברי_געתון.gpx,2026-04-11_געתון_כברי_געתון.gpx,True,
2026-04-15_כברי_יחיעם.gpx,2026-04-15_געתון_יחיעם.gpx,True,
2026-04-16_יחיעם_כברי_געתון.gpx,2026-04-16_געתון_כברי_געתון.gpx,True,
2026-04-20_יחיעם_נהרייה_כפר ראש הנקרה_כברי_געתון.gpx,2026-04-20_געתון_נהרייה_כפר ראש הנקרה_כברי_געתון.gpx,True,
2026-04-22_עבדון_גורן_מצובה.gpx,2026-04-22_עבדון_גורן_מצובה.gpx,False,
2026-04-24_יחיעם_נהרייה_כפר ראש הנקרה_מנות_געתון.gpx,2026-04-24_געתון_נהרייה_כפר ראש הנקרה_מנות_געתון.gpx,True,
2026-04-27_נטור_נוב_אלי-עד_נוב.gpx,2026-04-27_נוב_נוב_אלי-עד_נוב.gpx,True,
2026-05-01_יחיעם_כברי_געתון.gpx,2026-05-01_געתון_כברי_געתון.gpx,True,
2026-05-02_כברי_גשר הזיו_שבי ציון_נתיב השיירה_שייח' דנון.gpx,2026-05-02_כברי_גשר הזיו_שבי ציון_נתיב השיירה_שייח' דנון.gpx,False,
2026-05-07_יחיעם_כפר ראש הנקרה_געתון.gpx,2026-05-07_געתון_כפר ראש הנקרה_געתון.gpx,True,
2026-05-08_יחיעם_כליל_כברי_יחיעם_הילה.gpx,2026-05-08_געתון_כליל_כברי_יחיעם_הילה.gpx,True,
2026-05-09_כברי_יערה_מצובה.gpx,2026-05-09_כברי_יערה_מצובה.gpx,False,
