קטגוריה,מזהה א',קובץ א',מזהה ב',קובץ ב',verdict/יחס,הפוך?,הפרש אורך %,מרחק-קצה 1 (מ'),מרחק-קצה 2 (מ'),סטיית-דגימה ממוצעת (מ'),סטיית-דגימה מקס' (מ'),אחוז-מעבר
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,202,2022-05-31_געתון_יחיעם.gpx,מוכל-ב,,,,,3.4,17.5,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,23,2013-06-30_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,10.2,13.7,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,216,2022-06-24_מנות_מעיליא_כברי.gpx,מוכל-ב,,,,,12,17.2,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,214,2022-06-19_געתון_כברי_לימן.gpx,מוכל-ב,,,,,5,18.6,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,195,2022-05-18_געתון_יחיעם.gpx,מוכל-ב,,,,,2.8,16,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,265,2022-11-18_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,6,17.4,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,92,2021-09-03_געתון_מעיליא_מעונה.gpx,מוכל-ב,,,,,12.5,19,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,536,2026-07-07_עבדון_געתון_יערה.gpx,מוכל-ב,,,,,6.4,14.7,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,142,2022-01-04_געתון_יחיעם.gpx,מוכל-ב,,,,,9.1,20,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,93,2021-09-04_געתון_מעיליא_מעונה.gpx,מוכל-ב,,,,,20.2,24.9,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,67,2013-09-25_געתון_עין יעקב_מעיליא.gpx,מוכל-ב,,,,,13.3,40.1,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,551,2026-08-08_מנות_כברי_הילה.gpx,מוכל-ב,,,,,5.3,18.5,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,541,2026-07-14_שבי ציון_כברי_נהרייה.gpx,מוכל-ב,,,,,14.5,23,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,277,2022-12-16_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,5.2,17.5,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,511,2026-05-27_געתון_עין יעקב.gpx,מוכל-ב,,,,,18.6,88.1,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,150,2022-01-21_געתון_יחיעם.gpx,מוכל-ב,,,,,3.8,22.5,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,102,2021-09-16_געתון_יחיעם.gpx,מוכל-ב,,,,,9.4,18.7,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,162,2022-02-23_געתון_יחיעם.gpx,מוכל-ב,,,,,3.6,7.8,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,60,2013-09-13_עין יעקב_מעיליא_מנות.gpx,מוכל-ב,,,,,20.9,51.8,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,255,2022-10-23_געתון_יחיעם.gpx,מוכל-ב,,,,,5,10.1,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,105,2021-09-21_מעיליא_געתון_מעונה.gpx,מוכל-ב,,,,,7.7,21.5,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,264,2022-11-17_געתון_יחיעם.gpx,מוכל-ב,,,,,5.6,19.8,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,199,2022-05-26_געתון_יחיעם.gpx,מוכל-ב,,,,,10.5,14,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,57,2013-09-08_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,5.4,37.8,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,535,2026-07-04_מעיליא_מנות_הילה.gpx,מוכל-ב,,,,,5.4,9.1,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,172,2022-03-25_געתון_יחיעם.gpx,מוכל-ב,,,,,8.2,15.2,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,74,2013-10-06_מעונה_עין יעקב_געתון.gpx,מוכל-ב,,,,,16.6,47,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,61,2013-09-14_עין המפרץ_געתון_מזרעה.gpx,מוכל-ב,,,,,8.5,39.8,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,492,2026-04-08_געתון_כברי_גשר הזיו.gpx,מוכל-ב,,,,,11.1,13.8,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,125,2021-11-27_מעיליא_געתון_נווה זיו.gpx,מוכל-ב,,,,,5.6,18.6,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,48,2013-08-24_מזרעה_שבי ציון_געתון.gpx,מוכל-ב,,,,,15.6,21.6,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,543,2026-07-19_עין יעקב_מנות_עבדון.gpx,מוכל-ב,,,,,7.9,24.7,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,513,2026-05-30_געתון_עין יעקב_מעיליא.gpx,מוכל-ב,,,,,4.2,20.3,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,228,2022-07-16_מנות_געתון_מעיליא.gpx,מוכל-ב,,,,,10.7,18.6,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,50,2013-08-28_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,14.8,72.2,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,52,2013-08-30_מעונה_עין יעקב_געתון.gpx,מוכל-ב,,,,,14.4,76.5,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,201,2022-05-29_געתון_כברי_לימן.gpx,מוכל-ב,,,,,7.9,14.6,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,221,2022-07-02_יחיעם_געתון_עין יעקב.gpx,מוכל-ב,,,,,12.5,23.3,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,283,2023-01-09_געתון_יחיעם.gpx,מוכל-ב,,,,,4.6,18.2,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,520,2026-06-06_געתון_בוסתן הגליל_נתיב השיירה.gpx,מוכל-ב,,,,,12,15.8,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,505,2026-05-13_עבדון_כברי_גורן.gpx,מוכל-ב,,,,,13.9,18.9,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,268,2022-11-24_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,7.8,17.6,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,446,2025-09-20_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,4,15,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,282,2022-12-30_געתון_כברי_לימן.gpx,מוכל-ב,,,,,4,20.5,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,488,2026-03-18_געתון_כברי_גשר הזיו.gpx,מוכל-ב,,,,,10.5,16,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,131,2021-12-09_געתון_יחיעם.gpx,מוכל-ב,,,,,7.9,18.8,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,557,2026-08-14_געתון_כברי.gpx,מוכל-ב,,,,,14.4,19.9,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,96,2021-09-08_געתון_יחיעם.gpx,מוכל-ב,,,,,7.5,17.7,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,56,2013-09-07_געתון_מעונה_גשר הזיו.gpx,מוכל-ב,,,,,9,40.5,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,429,2025-03-02_געתון_עין יעקב_יחיעם.gpx,מוכל-ב,,,,,9.4,20.4,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,278,2022-12-17_מנות_מעיליא_הילה.gpx,מוכל-ב,,,,,6.1,22.4,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,173,2022-04-01_געתון_יחיעם.gpx,מוכל-ב,,,,,9.1,16.3,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,280,2022-12-23_געתון_כברי_לימן.gpx,מוכל-ב,,,,,5.3,7.5,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,558,2026-08-14_געתון_כברי_מצובה.gpx,מוכל-ב,,,,,4.7,13.1,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,160,2022-02-19_געתון_יחיעם.gpx,מוכל-ב,,,,,3.7,9.1,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,198,2022-05-25_געתון_יחיעם.gpx,מוכל-ב,,,,,8.3,16.1,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,185,2022-04-21_געתון_יחיעם.gpx,מוכל-ב,,,,,6.4,7.7,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,159,2022-02-18_געתון_כברי_גשר הזיו.gpx,מוכל-ב,,,,,6.2,19.5,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,254,2022-10-21_געתון_יחיעם.gpx,מוכל-ב,,,,,5.4,13.6,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,275,2022-12-10_מנות_הילה_כברי.gpx,מוכל-ב,,,,,10.3,16.6,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,260,2022-11-04_מעיליא_געתון_מעונה.gpx,מוכל-ב,,,,,8,20.4,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,166,2022-03-01_געתון_יחיעם.gpx,מוכל-ב,,,,,6.7,10.3,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,29,2013-07-19_עין יעקב_מעונה_מנות.gpx,מוכל-ב,,,,,7.2,18.6,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,193,2022-05-14_מנות_געתון_מעיליא.gpx,מוכל-ב,,,,,9.3,20.6,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,43,2013-08-14_געתון_מעונה_עין יעקב.gpx,מוכל-ב,,,,,5.2,21.3,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,479,2026-02-25_שבי ציון_נהרייה_כברי.gpx,מוכל-ב,,,,,9.1,12.8,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,24,2013-07-08_עין יעקב_מעונה_געתון.gpx,מוכל-ב,,,,,14.7,21.8,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,534,2026-07-04 געתון_חרדלית_מנות_הילה_עין_זיו_חרדלית_געתון.gpx,מוכל-ב,,,,,19.2,25.5,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,100,2021-09-12_געתון_יחיעם.gpx,מוכל-ב,,,,,8,14.5,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,128,2021-12-04_געתון_מעיליא_מעונה.gpx,מוכל-ב,,,,,10.4,16.9,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,257,2022-10-26_געתון_יחיעם.gpx,מוכל-ב,,,,,5.3,13.1,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,236,2022-08-09_געתון_יחיעם.gpx,מוכל-ב,,,,,6.9,12,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,276,2022-12-12_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,21.3,24.9,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,70,2013-09-28_עין יעקב_מזרעה_שבי ציון.gpx,מוכל-ב,,,,,24.6,132.4,0.933
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,34,2013-07-27_געתון_כברי_מנות.gpx,מוכל-ב,,,,,17.7,24.9,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,209,2022-06-11_מנות_מעיליא_כברי.gpx,מוכל-ב,,,,,9.7,21,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,177,2022-04-07_געתון_יחיעם.gpx,מוכל-ב,,,,,6.7,34.1,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,175,2022-04-03_געתון_יחיעם.gpx,מוכל-ב,,,,,3.6,15.6,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,161,2022-02-22_געתון_יחיעם.gpx,מוכל-ב,,,,,6,8.2,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,197,2022-05-20_געתון_כברי_לימן.gpx,מוכל-ב,,,,,6.8,10,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,152,2022-01-30_געתון_יחיעם.gpx,מוכל-ב,,,,,4.8,18.9,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,253,2022-10-17_געתון_מעיליא_מעונה.gpx,מוכל-ב,,,,,10.8,61.1,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,234,2022-08-02_געתון_יחיעם.gpx,מוכל-ב,,,,,11,51.1,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,26,2013-07-12_געתון_שלומי_כפר ראש הנקרה.gpx,מוכל-ב,,,,,11.9,26.8,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,519,2026-06-06 געתון_רגבה_עכו.gpx,מוכל-ב,,,,,9.7,17.9,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,21,2013-06-26_געתון_עין יעקב.gpx,מוכל-ב,,,,,16.6,23.8,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,153,2022-02-01_געתון_יחיעם.gpx,מוכל-ב,,,,,4.8,9.3,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,180,2022-04-13_געתון_יחיעם.gpx,מוכל-ב,,,,,13.9,21,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,540,2026-07-14_שבי ציון_געתון_נהרייה.gpx,מוכל-ב,,,,,14.9,20.4,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,439,2025-08-28_געתון_כברי_לימן.gpx,מוכל-ב,,,,,4.7,23,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,483,2026-03-05_געתון_כברי.gpx,מוכל-ב,,,,,17.3,23.8,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,138,2021-12-25_געתון_מעיליא_מעונה.gpx,מוכל-ב,,,,,9,18.5,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,291,2023-02-17_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,5.6,12.2,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,345,2023-12-30_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,14.9,43.7,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,13,2013-06-06_געתון_עין יעקב.gpx,מוכל-ב,,,,,12.2,44.9,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,243,2022-08-21_געתון_יחיעם.gpx,מוכל-ב,,,,,6.6,11.5,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,167,2022-03-04_געתון_כברי_יחיעם.gpx,מוכל-ב,,,,,2.5,5.3,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,32,2013-07-25_געתון_שלומי_כברי.gpx,מוכל-ב,,,,,19.3,25.3,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,238,2022-08-13_מנות_הילה_מעיליא.gpx,מוכל-ב,,,,,12.1,15.9,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,237,2022-08-10_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,3.6,19,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,191,2022-05-11_געתון_יחיעם.gpx,מוכל-ב,,,,,7.7,12.9,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,448,2025-09-23_געתון_כברי_לימן.gpx,מוכל-ב,,,,,20.6,24.3,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,47,2013-08-23_געתון_יחיעם.gpx,מוכל-ב,,,,,16.2,22.7,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,71,2013-10-01_געתון_עין יעקב.gpx,מוכל-ב,,,,,5.1,37,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,512,2026-05-27_עין יעקב_געתון.gpx,מוכל-ב,,,,,14.6,24.5,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,188,2022-05-04_געתון_יחיעם.gpx,מוכל-ב,,,,,6.3,22.2,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,356,2024-02-25_געתון_עין יעקב.gpx,מוכל-ב,,,,,12.3,33.3,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,263,2022-11-11_געתון_יחיעם.gpx,מוכל-ב,,,,,5.6,19.9,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,227,2022-07-15_געתון_כברי_לימן.gpx,מוכל-ב,,,,,5.5,18.1,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,25,2013-07-10_עין יעקב_מעונה_געתון.gpx,מוכל-ב,,,,,15.6,23.8,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,108,2021-09-26_געתון_יחיעם.gpx,מוכל-ב,,,,,15.9,22.4,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,143,2022-01-07_געתון_מעיליא_מעונה.gpx,מוכל-ב,,,,,6.8,24.8,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,242,2022-08-20_געתון_מנות_מעיליא.gpx,מוכל-ב,,,,,12.3,16.4,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,233,2022-07-31_געתון_יחיעם.gpx,מוכל-ב,,,,,8.4,15.1,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,279,2022-12-21_געתון_יחיעם.gpx,מוכל-ב,,,,,5.2,7.7,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,192,2022-05-12_געתון_יחיעם.gpx,מוכל-ב,,,,,4.5,12.3,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,183,2022-04-16_מנות_הילה_מעיליא.gpx,מוכל-ב,,,,,7.9,23.2,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,241,2022-08-19_געתון_כברי_לימן.gpx,מוכל-ב,,,,,6.3,18.1,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,145,2022-01-14_געתון_יחיעם.gpx,מוכל-ב,,,,,10.4,14.9,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,496,2026-04-16_עין יעקב_מעונה_געתון.gpx,מוכל-ב,,,,,8.9,19.5,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,27,2013-07-13_געתון_מעיליא_נווה זיו.gpx,מוכל-ב,,,,,17.2,22.2,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,36,2013-08-01_מעונה_עין יעקב_געתון.gpx,מוכל-ב,,,,,17.7,24.8,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,284,2023-01-10_געתון_כברי_לימן.gpx,מוכל-ב,,,,,5.6,10.2,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,140,2021-12-31_געתון_מעיליא_מעונה.gpx,מוכל-ב,,,,,8.6,20.8,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,339,2023-10-21_געתון_עין יעקב.gpx,מוכל-ב,,,,,16.9,37,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,79,2015-07-06_געתון_עין יעקב_יחיעם.gpx,מוכל-ב,,,,,20.8,25.3,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,261,2022-11-07_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,6.3,11.5,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,28,2013-07-15_געתון_שבי ציון_גשר הזיו.gpx,מוכל-ב,,,,,13.6,20.9,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,224,2022-07-08_מנות_געתון_הילה.gpx,מוכל-ב,,,,,15.7,19.3,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,14,2013-06-08_שבי ציון_געתון_כברי.gpx,מוכל-ב,,,,,17.1,23.7,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,346,2023-12-31_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,21.1,75.1,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,210,2022-06-12_געתון_יחיעם.gpx,מוכל-ב,,,,,5.3,10,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,281,2022-12-28_געתון_גשר הזיו_כברי.gpx,מוכל-ב,,,,,5.4,12.5,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,484,2026-03-06_עין יעקב_געתון_כברי.gpx,מוכל-ב,,,,,23,53.5,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,208,2022-06-09_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,7.4,10.3,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,443,2025-09-10_געתון_יחיעם_כברי.gpx,מוכל-ב,,,,,9.7,13.6,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,347,2024-01-03_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,18.2,45.6,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,16,2013-06-14_געתון_נהרייה_נתיב השיירה.gpx,מוכל-ב,,,,,20.8,31.1,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,62,2013-09-18_געתון_מעיליא_מנות.gpx,מוכל-ב,,,,,5.9,41.5,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,292,2023-02-18_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,10.8,15.9,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,215,2022-06-21_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,5.1,22.6,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,223,2022-07-07_געתון_יחיעם.gpx,מוכל-ב,,,,,7.9,14.4,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,232,2022-07-23_געתון_נווה זיו.gpx,מוכל-ב,,,,,5.8,22.2,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,239,2022-08-14_געתון_כברי_לימן.gpx,מוכל-ב,,,,,5.3,16.6,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,55,2013-09-05_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,15,42.8,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,363,2024-03-29_געתון_עין יעקב.gpx,מוכל-ב,,,,,20.8,34.8,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,40,2013-08-08_געתון_כברי.gpx,מוכל-ב,,,,,12.8,24.2,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,151,2022-01-29_געתון_יחיעם.gpx,מוכל-ב,,,,,10.3,14.4,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,442,2025-09-08_געתון_יחיעם_כברי.gpx,מוכל-ב,,,,,6.6,10.2,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,482,2026-02-28_געתון_כברי.gpx,מוכל-ב,,,,,13.4,20.5,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,340,2023-10-21_געתון_עין יעקב_1.gpx,מוכל-ב,,,,,8.3,37.9,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,184,2022-04-19_געתון_יחיעם_כברי.gpx,מוכל-ב,,,,,10.4,20.5,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,117,2021-11-06_מעיליא_געתון_מעונה.gpx,מוכל-ב,,,,,15.7,21.9,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,348,2024-01-03_געתון_יחיעם_עין יעקב_1.gpx,מוכל-ב,,,,,13.7,37.3,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,139,2021-12-29_געתון_יחיעם.gpx,מוכל-ב,,,,,9,12.7,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,165,2022-02-28_געתון_כברי_לימן.gpx,מוכל-ב,,,,,5.7,8.8,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,266,2022-11-19_מעיליא_געתון_מעונה.gpx,מוכל-ב,,,,,4.6,20.6,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,256,2022-10-24_געתון_יחיעם.gpx,מוכל-ב,,,,,7.2,12.4,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,42,2013-08-12_געתון_כברי_לימן.gpx,מוכל-ב,,,,,10.4,43.7,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,293,2023-02-20_געתון_יחיעם_עין יעקב.gpx,מוכל-ב,,,,,7.3,15.5,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,196,2022-05-19_געתון_מעונה_עין יעקב.gpx,מוכל-ב,,,,,11.4,22.9,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,626,יער הדובים השיירה סינגל בני.gpx,מוכל-ב,,,,,10.4,19.9,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,107,2021-09-25_מעיליא_געתון_מעונה.gpx,מוכל-ב,,,,,13.1,20.3,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,99,2021-09-11_געתון_מעיליא_מעונה.gpx,מוכל-ב,,,,,11.9,17.9,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,189,2022-05-06_געתון_יחיעם.gpx,מוכל-ב,,,,,8.9,20.2,1
הכלה,155,2022-02-10_געתון_יחיעם_עין יעקב.gpx,68,2013-09-26_געתון_כפר ורדים_מנות.gpx,מוכל-ב,,,,,18.2,41.5,1
