קטגוריה,מזהה א',קובץ א',מזהה ב',קובץ ב',verdict/יחס,הפוך?,הפרש אורך %,מרחק-קצה 1 (מ'),מרחק-קצה 2 (מ'),סטיית-דגימה ממוצעת (מ'),סטיית-דגימה מקס' (מ'),אחוז-מעבר
הכלה,691,תכ_חורבת רקית חניון נחל אורן תחתון.gpx,563,Israel National Trail-24-05-26.gpx,מוכל-ב,,,,,19.8,72.8,1
הכלה,684,שביל ישראל מקטע 1.gpx,563,Israel National Trail-24-05-26.gpx,מוכל-ב,,,,,7.6,113.6,1
הכלה,641,מסלול הר יזרח נוה זוהר.gpx,684,שביל ישראל מקטע 1.gpx,מוכל-ב,,,,,28.5,320.7,0.939
חשוד,614,טיול מדרגות בעליה 2.gpx,616,טיול מדרגות חיפה בעליה.gpx,חשוד - לבדיקה ידנית,FALSE,3,0,0,13.3,100,1
הכלה,608,חזור_נמרוד_בניאס.gpx,678,קלעת נמרוד שניר 2025-07-06.gpx,מוכל-ב,,,,,23.9,89.2,1
חשוד,593,געתון הר בטח געתון 2.gpx,594,געתון הר בטח געתון.gpx,חשוד - לבדיקה ידנית,FALSE,2.8,0,0,37.1,346.5,0.868
הכלה,585,בארי שוקדה.gpx,584,בארי שוקדה עם קיצורים.gpx,מוכל-ב,,,,,0,11.5,1
הכלה,579,אמפי גולן - מבוא חמה.gpx,683,שביל הגולן.gpx,מוכל-ב,,,,,5.7,15.2,1
הכלה,574,offroad-סינגל חניתה.gpx,532,2026-07-03 סינגל חניתה.gpx,מוכל-ב,,,,,48,571.5,0.914
הכלה,557,2026-08-14_געתון_כברי.gpx,239,2022-08-14_געתון_כברי_לימן.gpx,מוכל-ב,,,,,12.1,22.8,1
הכלה,557,2026-08-14_געתון_כברי.gpx,227,2022-07-15_געתון_כברי_לימן.gpx,מוכל-ב,,,,,9.8,22.6,1
הכלה,557,2026-08-14_געתון_כברי.gpx,211,2022-06-15_געתון_כברי_לימן.gpx,מוכל-ב,,,,,26.9,208.8,0.948
הכלה,557,2026-08-14_געתון_כברי.gpx,241,2022-08-19_געתון_כברי_לימן.gpx,מוכל-ב,,,,,14,25,1
הכלה,557,2026-08-14_געתון_כברי.gpx,206,2022-06-04_געתון_כברי_נהרייה.gpx,מוכל-ב,,,,,10.5,30.1,1
הכלה,557,2026-08-14_געתון_כברי.gpx,226,2022-07-11_געתון_כברי_כפר ראש הנקרה.gpx,מוכל-ב,,,,,12.1,24,1
הכלה,557,2026-08-14_געתון_כברי.gpx,558,2026-08-14_געתון_כברי_מצובה.gpx,מוכל-ב,,,,,5.3,14.8,1
הכלה,557,2026-08-14_געתון_כברי.gpx,280,2022-12-23_געתון_כברי_לימן.gpx,מוכל-ב,,,,,12.7,33.8,1
הכלה,556,2026-08-14_בצת_לימן_שלומי.gpx,558,2026-08-14_געתון_כברי_מצובה.gpx,מוכל-ב,,,,,12.8,91.4,1
הכלה,554,2026-08-11_גורן גדול.gpx,526,2026-06-20  כברי ערמשאה שתולה גורן .gpx,מוכל-ב,,,,,63.7,829.3,0.924
הכלה,554,2026-08-11_גורן גדול.gpx,527,2026-06-20_שומרה_גורנות הגליל_כברי.gpx,מוכל-ב,,,,,62.5,826.4,0.929
הכלה,553,2026-08-09_יחיעם_עין יעקב.gpx,555,2026-08-13_יחיעם_געתון_עין יעקב.gpx,מוכל-ב,,,,,17.1,24.2,1
הכלה,553,2026-08-09_יחיעם_עין יעקב.gpx,552,2026-08-09_יחיעם_געתון_עין יעקב.gpx,מוכל-ב,,,,,12.4,24,1
הכלה,553,2026-08-09_יחיעם_עין יעקב.gpx,531,2026-07-01 סינגל_יחיעם_עליון.gpx,מוכל-ב,,,,,12.7,45.7,1
הכלה,553,2026-08-09_יחיעם_עין יעקב.gpx,221,2022-07-02_יחיעם_געתון_עין יעקב.gpx,מוכל-ב,,,,,17,24.2,1
הכלה,553,2026-08-09_יחיעם_עין יעקב.gpx,474,2026-02-06_יחיעם_געתון_עין יעקב.gpx,מוכל-ב,,,,,10.7,23.8,1
הכלה,552,2026-08-09_יחיעם_געתון_עין יעקב.gpx,555,2026-08-13_יחיעם_געתון_עין יעקב.gpx,מוכל-ב,,,,,29.9,327,0.932
הכלה,550,2026-08-08_געתון_כברי_מנות.gpx,551,2026-08-08_מנות_כברי_הילה.gpx,מוכל-ב,,,,,13.3,25,1
הכלה,549,2026-08-01_הילה_מנות_מעיליא.gpx,62,2013-09-18_געתון_מעיליא_מנות.gpx,מוכל-ב,,,,,61.8,392.2,0.902
הכלה,548,2026-07-30_עין יעקב_יחיעם_געתון.gpx,476,2026-02-13_עין יעקב_געתון.gpx,מוכל-ב,,,,,33.8,141.9,0.933
הכלה,548,2026-07-30_עין יעקב_יחיעם_געתון.gpx,547,2026-07-30_06-19-24_fi_EF2EA3AB-B22D-4FEF-A61B-A6DEA644C568.gpx,מוכל-ב,,,,,13.2,21.6,1
הכלה,548,2026-07-30_עין יעקב_יחיעם_געתון.gpx,545,2026-07-24_עין יעקב_נווה זיו_געתון.gpx,מוכל-ב,,,,,25.6,178,0.933
הכלה,548,2026-07-30_עין יעקב_יחיעם_געתון.gpx,559,2026-08-15_עין יעקב_הילה_געתון.gpx,מוכל-ב,,,,,16.8,34.6,1
הכלה,548,2026-07-30_עין יעקב_יחיעם_געתון.gpx,512,2026-05-27_עין יעקב_געתון.gpx,מוכל-ב,,,,,34.9,144.6,0.933
זהה,547,2026-07-30_06-19-24_fi_EF2EA3AB-B22D-4FEF-A61B-A6DEA644C568.gpx,559,2026-08-15_עין יעקב_הילה_געתון.gpx,זהה,TRUE,1.7,7.6,46.1,29.2,444.1,0.972
הכלה,541,2026-07-14_שבי ציון_כברי_נהרייה.gpx,452,2025-10-01_שבי ציון_כברי_נהרייה.gpx,מוכל-ב,,,,,24.3,298.4,0.984
הכלה,539,2026-07-10_מצובה_כפר ראש הנקרה_חניתה.gpx,681,רכס סולם חניתה מצובה רז גורן.gpx,מוכל-ב,,,,,37.3,311.9,0.976
חשוד,536,2026-07-07_עבדון_געתון_יערה.gpx,551,2026-08-08_מנות_כברי_הילה.gpx,חשוד - לבדיקה ידנית,TRUE,3.5,4.3,8.1,923.9,4722.1,0.519
חשוד,535,2026-07-04_מעיליא_מנות_הילה.gpx,551,2026-08-08_מנות_כברי_הילה.gpx,חשוד - לבדיקה ידנית,FALSE,3.1,4.1,1.1,434.5,2027.6,0.685
זהה,534,2026-07-04 געתון_חרדלית_מנות_הילה_עין_זיו_חרדלית_געתון.gpx,535,2026-07-04_מעיליא_מנות_הילה.gpx,זהה,FALSE,1.1,3.4,5.5,11.3,33.5,1
חשוד,534,2026-07-04 געתון_חרדלית_מנות_הילה_עין_זיו_חרדלית_געתון.gpx,551,2026-08-08_מנות_כברי_הילה.gpx,חשוד - לבדיקה ידנית,FALSE,4.2,7.5,6.4,429.9,2041.8,0.689
חשוד,531,2026-07-01 סינגל_יחיעם_עליון.gpx,555,2026-08-13_יחיעם_געתון_עין יעקב.gpx,חשוד - לבדיקה ידנית,FALSE,4.8,9.3,15.6,12.8,46.1,1
הכלה,528,2026-06-24 געתון_נהריה_ראש-הנקרה_נהריה_געתון.gpx,551,2026-08-08_מנות_כברי_הילה.gpx,מוכל-ב,,,,,44.2,755.8,0.961
חשוד,524,2026-06-13 כברי_גורן-הקטן_נוף-חניתה_כברי.gpx,530,2026-06-30 כברי_עבדון_יערב_נוף-חניתה_לימן_נהריה_כברי.gpx,חשוד - לבדיקה ידנית,FALSE,3.9,10.6,9.2,713.3,3965.1,0.65
הכלה,514,2026-05-30_עין יעקב_מעונה_מעיליא.gpx,547,2026-07-30_06-19-24_fi_EF2EA3AB-B22D-4FEF-A61B-A6DEA644C568.gpx,מוכל-ב,,,,,15.4,115.7,0.941
הכלה,514,2026-05-30_עין יעקב_מעונה_מעיליא.gpx,513,2026-05-30_געתון_עין יעקב_מעיליא.gpx,מוכל-ב,,,,,6.4,12.3,1
הכלה,514,2026-05-30_עין יעקב_מעונה_מעיליא.gpx,196,2022-05-19_געתון_מעונה_עין יעקב.gpx,מוכל-ב,,,,,21.3,127.1,0.941
הכלה,514,2026-05-30_עין יעקב_מעונה_מעיליא.gpx,559,2026-08-15_עין יעקב_הילה_געתון.gpx,מוכל-ב,,,,,9.1,85.4,1
הכלה,514,2026-05-30_עין יעקב_מעונה_מעיליא.gpx,478,2026-02-24_עין יעקב_מעונה_געתון.gpx,מוכל-ב,,,,,16.8,126.9,0.912
הכלה,514,2026-05-30_עין יעקב_מעונה_מעיליא.gpx,496,2026-04-16_עין יעקב_מעונה_געתון.gpx,מוכל-ב,,,,,21.3,132.4,0.912
הכלה,514,2026-05-30_עין יעקב_מעונה_מעיליא.gpx,551,2026-08-08_מנות_כברי_הילה.gpx,מוכל-ב,,,,,19.3,133.5,0.912
הכלה,511,2026-05-27_געתון_עין יעקב.gpx,476,2026-02-13_עין יעקב_געתון.gpx,מוכל-ב,,,,,19.5,41.8,1
הכלה,511,2026-05-27_געתון_עין יעקב.gpx,512,2026-05-27_עין יעקב_געתון.gpx,מוכל-ב,,,,,16.5,23.2,1
הכלה,511,2026-05-27_געתון_עין יעקב.gpx,626,יער הדובים השיירה סינגל בני.gpx,מוכל-ב,,,,,33.9,158.9,0.909
הכלה,505,2026-05-13_עבדון_כברי_גורן.gpx,536,2026-07-07_עבדון_געתון_יערה.gpx,מוכל-ב,,,,,21.6,420.4,0.986
הכלה,504,2026-05-09_מצובה_כברי.gpx,558,2026-08-14_געתון_כברי_מצובה.gpx,מוכל-ב,,,,,31.5,367.7,0.945
הכלה,502,2026-05-07_געתון_כברי_לימן.gpx,241,2022-08-19_געתון_כברי_לימן.gpx,מוכל-ב,,,,,94.9,1378.5,0.925
הכלה,502,2026-05-07_געתון_כברי_לימן.gpx,201,2022-05-29_געתון_כברי_לימן.gpx,מוכל-ב,,,,,93,1379.3,0.925
הכלה,502,2026-05-07_געתון_כברי_לימן.gpx,226,2022-07-11_געתון_כברי_כפר ראש הנקרה.gpx,מוכל-ב,,,,,89.8,1375.5,0.925
הכלה,502,2026-05-07_געתון_כברי_לימן.gpx,200,2022-05-27_געתון_כברי_לימן.gpx,מוכל-ב,,,,,92.5,1378.9,0.925
הכלה,502,2026-05-07_געתון_כברי_לימן.gpx,239,2022-08-14_געתון_כברי_לימן.gpx,מוכל-ב,,,,,89,1376.9,0.925
הכלה,502,2026-05-07_געתון_כברי_לימן.gpx,227,2022-07-15_געתון_כברי_לימן.gpx,מוכל-ב,,,,,87.2,1378.6,0.925
חשוד,497,2026-04-20_כברי_געתון_גשר הזיו.gpx,502,2026-05-07_געתון_כברי_לימן.gpx,חשוד - לבדיקה ידנית,FALSE,3.9,8.8,8,111.4,1375.3,0.925
הכלה,497,2026-04-20_כברי_געתון_גשר הזיו.gpx,551,2026-08-08_מנות_כברי_הילה.gpx,מוכל-ב,,,,,70.5,1258,0.952
זהה,492,2026-04-08_געתון_כברי_גשר הזיו.gpx,497,2026-04-20_כברי_געתון_גשר הזיו.gpx,זהה,FALSE,0.4,55.9,5.4,14.7,78.2,1
חשוד,492,2026-04-08_געתון_כברי_גשר הזיו.gpx,502,2026-05-07_געתון_כברי_לימן.gpx,חשוד - לבדיקה ידנית,FALSE,4.3,64.5,3,106.1,1380.4,0.925
הכלה,492,2026-04-08_געתון_כברי_גשר הזיו.gpx,551,2026-08-08_מנות_כברי_הילה.gpx,מוכל-ב,,,,,69.6,1232,0.952
הכלה,490,2026-03-25_געתון_גשר הזיו_כברי.gpx,156,2022-02-11_געתון_כברי_לימן.gpx,מוכל-ב,,,,,25.5,392.3,0.994
הכלה,490,2026-03-25_געתון_גשר הזיו_כברי.gpx,551,2026-08-08_מנות_כברי_הילה.gpx,מוכל-ב,,,,,89.4,1233.2,0.931
הכלה,490,2026-03-25_געתון_גשר הזיו_כברי.gpx,206,2022-06-04_געתון_כברי_נהרייה.gpx,מוכל-ב,,,,,25.7,387.2,0.994
הכלה,490,2026-03-25_געתון_גשר הזיו_כברי.gpx,475,2026-02-07_מעיליא_מנות_הילה.gpx,מוכל-ב,,,,,88.9,1234.2,0.931
הכלה,490,2026-03-25_געתון_גשר הזיו_כברי.gpx,497,2026-04-20_כברי_געתון_גשר הזיו.gpx,מוכל-ב,,,,,13.5,125.3,1
הכלה,490,2026-03-25_געתון_גשר הזיו_כברי.gpx,550,2026-08-08_געתון_כברי_מנות.gpx,מוכל-ב,,,,,88.5,1232.7,0.931
הכלה,490,2026-03-25_געתון_גשר הזיו_כברי.gpx,492,2026-04-08_געתון_כברי_גשר הזיו.gpx,מוכל-ב,,,,,13.3,120.4,1
חשוד,488,2026-03-18_געתון_כברי_גשר הזיו.gpx,490,2026-03-25_געתון_גשר הזיו_כברי.gpx,חשוד - לבדיקה ידנית,TRUE,0.1,5.9,6.1,101.5,780,0.849
הכלה,488,2026-03-18_געתון_כברי_גשר הזיו.gpx,528,2026-06-24 געתון_נהריה_ראש-הנקרה_נהריה_געתון.gpx,מוכל-ב,,,,,58.8,663.4,0.931
הכלה,488,2026-03-18_געתון_כברי_גשר הזיו.gpx,206,2022-06-04_געתון_כברי_נהרייה.gpx,מוכל-ב,,,,,68.7,665.7,0.918
הכלה,483,2026-03-05_געתון_כברי.gpx,626,יער הדובים השיירה סינגל בני.gpx,מוכל-ב,,,,,23.6,178.1,0.989
הכלה,483,2026-03-05_געתון_כברי.gpx,227,2022-07-15_געתון_כברי_לימן.gpx,מוכל-ב,,,,,23.3,227.7,0.989
הכלה,483,2026-03-05_געתון_כברי.gpx,239,2022-08-14_געתון_כברי_לימן.gpx,מוכל-ב,,,,,25.8,277.8,0.966
הכלה,483,2026-03-05_געתון_כברי.gpx,241,2022-08-19_געתון_כברי_לימן.gpx,מוכל-ב,,,,,31.8,276.4,0.966
הכלה,483,2026-03-05_געתון_כברי.gpx,226,2022-07-11_געתון_כברי_כפר ראש הנקרה.gpx,מוכל-ב,,,,,20.9,278.9,0.977
הכלה,483,2026-03-05_געתון_כברי.gpx,484,2026-03-06_עין יעקב_געתון_כברי.gpx,מוכל-ב,,,,,21.8,166,1
הכלה,482,2026-02-28_געתון_כברי.gpx,216,2022-06-24_מנות_מעיליא_כברי.gpx,מוכל-ב,,,,,63.8,543.7,0.92
הכלה,482,2026-02-28_געתון_כברי.gpx,196,2022-05-19_געתון_מעונה_עין יעקב.gpx,מוכל-ב,,,,,13.4,66.9,1
הכלה,482,2026-02-28_געתון_כברי.gpx,28,2013-07-15_געתון_שבי ציון_גשר הזיו.gpx,מוכל-ב,,,,,15.5,193.6,1
הכלה,482,2026-02-28_געתון_כברי.gpx,62,2013-09-18_געתון_מעיליא_מנות.gpx,מוכל-ב,,,,,18.3,80,1
הכלה,482,2026-02-28_געתון_כברי.gpx,536,2026-07-07_עבדון_געתון_יערה.gpx,מוכל-ב,,,,,11.3,30.8,1
הכלה,482,2026-02-28_געתון_כברי.gpx,535,2026-07-04_מעיליא_מנות_הילה.gpx,מוכל-ב,,,,,7.4,74.4,1
הכלה,482,2026-02-28_געתון_כברי.gpx,543,2026-07-19_עין יעקב_מנות_עבדון.gpx,מוכל-ב,,,,,33,220.4,1
הכלה,482,2026-02-28_געתון_כברי.gpx,68,2013-09-26_געתון_כפר ורדים_מנות.gpx,מוכל-ב,,,,,16.8,195,1
הכלה,482,2026-02-28_געתון_כברי.gpx,224,2022-07-08_מנות_געתון_הילה.gpx,מוכל-ב,,,,,65.5,545.1,0.92
הכלה,482,2026-02-28_געתון_כברי.gpx,505,2026-05-13_עבדון_כברי_גורן.gpx,מוכל-ב,,,,,23.2,221,1
הכלה,482,2026-02-28_געתון_כברי.gpx,534,2026-07-04 געתון_חרדלית_מנות_הילה_עין_זיו_חרדלית_געתון.gpx,מוכל-ב,,,,,7.5,85.2,1
הכלה,482,2026-02-28_געתון_כברי.gpx,209,2022-06-11_מנות_מעיליא_כברי.gpx,מוכל-ב,,,,,54.5,550.2,0.92
הכלה,482,2026-02-28_געתון_כברי.gpx,60,2013-09-13_עין יעקב_מעיליא_מנות.gpx,מוכל-ב,,,,,15.2,193.6,1
הכלה,482,2026-02-28_געתון_כברי.gpx,52,2013-08-30_מעונה_עין יעקב_געתון.gpx,מוכל-ב,,,,,19.3,73.5,1
הכלה,482,2026-02-28_געתון_כברי.gpx,496,2026-04-16_עין יעקב_מעונה_געתון.gpx,מוכל-ב,,,,,27.5,221.1,1
הכלה,482,2026-02-28_געתון_כברי.gpx,29,2013-07-19_עין יעקב_מעונה_מנות.gpx,מוכל-ב,,,,,18.8,189.4,1
הכלה,482,2026-02-28_געתון_כברי.gpx,34,2013-07-27_געתון_כברי_מנות.gpx,מוכל-ב,,,,,29.3,241,1
הכלה,481,2026-02-27_כברי_גשר הזיו_לימן.gpx,497,2026-04-20_כברי_געתון_גשר הזיו.gpx,מוכל-ב,,,,,51.1,464.6,0.918
הכלה,481,2026-02-27_כברי_גשר הזיו_לימן.gpx,492,2026-04-08_געתון_כברי_גשר הזיו.gpx,מוכל-ב,,,,,51.4,447.7,0.918
הכלה,478,2026-02-24_עין יעקב_מעונה_געתון.gpx,43,2013-08-14_געתון_מעונה_עין יעקב.gpx,מוכל-ב,,,,,48.9,536.8,0.908
הכלה,478,2026-02-24_עין יעקב_מעונה_געתון.gpx,36,2013-08-01_מעונה_עין יעקב_געתון.gpx,מוכל-ב,,,,,23.9,205,0.99
הכלה,478,2026-02-24_עין יעקב_מעונה_געתון.gpx,74,2013-10-06_מעונה_עין יעקב_געתון.gpx,מוכל-ב,,,,,53.6,535.3,0.908
זהה,476,2026-02-13_עין יעקב_געתון.gpx,512,2026-05-27_עין יעקב_געתון.gpx,זהה,TRUE,2.6,8.1,5.3,5.3,23.2,1
חשוד,475,2026-02-07_מעיליא_מנות_הילה.gpx,497,2026-04-20_כברי_געתון_גשר הזיו.gpx,חשוד - לבדיקה ידנית,FALSE,3.1,7.3,7,604.7,4649.4,0.746
חשוד,475,2026-02-07_מעיליא_מנות_הילה.gpx,492,2026-04-08_געתון_כברי_גשר הזיו.gpx,חשוד - לבדיקה ידנית,FALSE,2.7,60.2,2.6,613,4670,0.748
הכלה,475,2026-02-07_מעיליא_מנות_הילה.gpx,551,2026-08-08_מנות_כברי_הילה.gpx,מוכל-ב,,,,,50,757.6,0.954
הכלה,474,2026-02-06_יחיעם_געתון_עין יעקב.gpx,531,2026-07-01 סינגל_יחיעם_עליון.gpx,מוכל-ב,,,,,32.9,330.9,0.919
הכלה,474,2026-02-06_יחיעם_געתון_עין יעקב.gpx,552,2026-08-09_יחיעם_געתון_עין יעקב.gpx,מוכל-ב,,,,,15.7,24.8,1
הכלה,474,2026-02-06_יחיעם_געתון_עין יעקב.gpx,555,2026-08-13_יחיעם_געתון_עין יעקב.gpx,מוכל-ב,,,,,32.1,329.7,0.919
הכלה,473,2026-02-05_מצובה_יערה_שלומי.gpx,267,2022-11-23_13-09-57_fi_B19F8437-B851-4BC6-A0E6-4EA258828F4A.gpx,מוכל-ב,,,,,14.9,25.4,1
הכלה,473,2026-02-05_מצובה_יערה_שלומי.gpx,681,רכס סולם חניתה מצובה רז גורן.gpx,מוכל-ב,,,,,10.4,29,1
חשוד,471,2026-01-30_כברי_לימן_גשר הזיו.gpx,481,2026-02-27_כברי_גשר הזיו_לימן.gpx,חשוד - לבדיקה ידנית,TRUE,0.2,114,113.2,70.5,517.7,0.873
הכלה,471,2026-01-30_כברי_לימן_גשר הזיו.gpx,550,2026-08-08_געתון_כברי_מנות.gpx,מוכל-ב,,,,,85.7,1317.3,0.903
הכלה,471,2026-01-30_כברי_לימן_גשר הזיו.gpx,206,2022-06-04_געתון_כברי_נהרייה.gpx,מוכל-ב,,,,,69.6,934.8,0.925
הכלה,471,2026-01-30_כברי_לימן_גשר הזיו.gpx,492,2026-04-08_געתון_כברי_גשר הזיו.gpx,מוכל-ב,,,,,28.5,440.8,0.985
הכלה,471,2026-01-30_כברי_לימן_גשר הזיו.gpx,551,2026-08-08_מנות_כברי_הילה.gpx,מוכל-ב,,,,,86.1,1318,0.903
הכלה,471,2026-01-30_כברי_לימן_גשר הזיו.gpx,156,2022-02-11_געתון_כברי_לימן.gpx,מוכל-ב,,,,,30.9,294.5,0.985
הכלה,471,2026-01-30_כברי_לימן_גשר הזיו.gpx,497,2026-04-20_כברי_געתון_גשר הזיו.gpx,מוכל-ב,,,,,25.4,435.3,0.985
הכלה,468,2026-01-16_שבי ציון_נהרייה.gpx,447,2025-09-22_שבי ציון_כברי_נהרייה.gpx,מוכל-ב,,,,,22.2,140.1,0.905
הכלה,468,2026-01-16_שבי ציון_נהרייה.gpx,540,2026-07-14_שבי ציון_געתון_נהרייה.gpx,מוכל-ב,,,,,29.2,133.6,0.905
הכלה,468,2026-01-16_שבי ציון_נהרייה.gpx,28,2013-07-15_געתון_שבי ציון_גשר הזיו.gpx,מוכל-ב,,,,,19,113.2,0.976
הכלה,468,2026-01-16_שבי ציון_נהרייה.gpx,14,2013-06-08_שבי ציון_געתון_כברי.gpx,מוכל-ב,,,,,28.6,139.9,0.905
הכלה,468,2026-01-16_שבי ציון_נהרייה.gpx,452,2025-10-01_שבי ציון_כברי_נהרייה.gpx,מוכל-ב,,,,,26.5,109.8,0.952
הכלה,468,2026-01-16_שבי ציון_נהרייה.gpx,537,2026-07-07_שבי ציון_כברי_שייח' דנון.gpx,מוכל-ב,,,,,22.5,139.8,0.905
הכלה,468,2026-01-16_שבי ציון_נהרייה.gpx,58,2013-09-10_בוסתן הגליל_שבי ציון_נהרייה.gpx,מוכל-ב,,,,,25.1,140.8,0.905
הכלה,468,2026-01-16_שבי ציון_נהרייה.gpx,508,2026-05-19_שבי ציון_כברי_שייח' דנון.gpx,מוכל-ב,,,,,16.3,114.3,0.976
הכלה,468,2026-01-16_שבי ציון_נהרייה.gpx,479,2026-02-25_שבי ציון_נהרייה_כברי.gpx,מוכל-ב,,,,,23.6,139.3,0.905
הכלה,468,2026-01-16_שבי ציון_נהרייה.gpx,61,2013-09-14_עין המפרץ_געתון_מזרעה.gpx,מוכל-ב,,,,,21.3,139.6,0.905
חשוד,465,2026-01-10_כברי_לימן_גשר הזיו.gpx,471,2026-01-30_כברי_לימן_גשר הזיו.gpx,חשוד - לבדיקה ידנית,FALSE,3.9,9.5,10.5,167.3,1692.9,0.851
חשוד,465,2026-01-10_כברי_לימן_גשר הזיו.gpx,481,2026-02-27_כברי_גשר הזיו_לימן.gpx,חשוד - לבדיקה ידנית,FALSE,3.7,109.6,109.9,189.1,1684.9,0.791
הכלה,458,2025-10-20_נווה זוהר_ערד.gpx,171,2022-03-10_נווה זוהר_ערד.gpx,מוכל-ב,,,,,57.5,375.4,0.902
הכלה,458,2025-10-20_נווה זוהר_ערד.gpx,297,2023-03-22_נווה זוהר_ערד.gpx,מוכל-ב,,,,,26.6,143,1
הכלה,458,2025-10-20_נווה זוהר_ערד.gpx,148,2022-01-18_נווה זוהר_ערד.gpx,מוכל-ב,,,,,34.7,154.2,1
הכלה,458,2025-10-20_נווה זוהר_ערד.gpx,274,2022-12-08_נווה זוהר_ערד.gpx,מוכל-ב,,,,,36.4,152.8,1
הכלה,458,2025-10-20_נווה זוהר_ערד.gpx,298,2023-03-23_נווה זוהר_ערד.gpx,מוכל-ב,,,,,20.7,148.6,1
הכלה,458,2025-10-20_נווה זוהר_ערד.gpx,170,2022-03-08_נווה זוהר_ערד.gpx,מוכל-ב,,,,,35.9,281.7,0.976
הכלה,458,2025-10-20_נווה זוהר_ערד.gpx,296,2023-03-21_נווה זוהר_ערד.gpx,מוכל-ב,,,,,27.2,148.9,1
הכלה,456,2025-10-16_געתון_יחיעם.gpx,160,2022-02-19_געתון_יחיעם.gpx,מוכל-ב,,,,,21.6,227.9,0.961
הכלה,456,2025-10-16_געתון_יחיעם.gpx,113,2021-10-30_געתון_יחיעם.gpx,מוכל-ב,,,,,10.9,56.7,1
הכלה,456,2025-10-16_געתון_יחיעם.gpx,115,2021-11-03_געתון_יחיעם.gpx,מוכל-ב,,,,,9.6,53.7,1
הכלה,456,2025-10-16_געתון_יחיעם.gpx,552,2026-08-09_יחיעם_געתון_עין יעקב.gpx,מוכל-ב,,,,,10.9,29,1
הכלה,456,2025-10-16_געתון_יחיעם.gpx,243,2022-08-21_געתון_יחיעם.gpx,מוכל-ב,,,,,16.8,85.9,1
הכלה,456,2025-10-16_געתון_יחיעם.gpx,116,2021-11-05_געתון_יחיעם.gpx,מוכל-ב,,,,,9.7,57.4,1
הכלה,456,2025-10-16_געתון_יחיעם.gpx,474,2026-02-06_יחיעם_געתון_עין יעקב.gpx,מוכל-ב,,,,,27.6,263.6,0.961
הכלה,456,2025-10-16_געתון_יחיעם.gpx,185,2022-04-21_געתון_יחיעם.gpx,מוכל-ב,,,,,11.4,68.1,1
הכלה,456,2025-10-16_געתון_יחיעם.gpx,132,2021-12-10_געתון_יחיעם.gpx,מוכל-ב,,,,,9.8,24.6,1
הכלה,455,2025-10-11_געתון_יחיעם_כברי.gpx,447,2025-09-22_שבי ציון_כברי_נהרייה.gpx,מוכל-ב,,,,,11.9,30.5,1
הכלה,455,2025-10-11_געתון_יחיעם_כברי.gpx,241,2022-08-19_געתון_כברי_לימן.gpx,מוכל-ב,,,,,14.1,29.8,1
הכלה,455,2025-10-11_געתון_יחיעם_כברי.gpx,484,2026-03-06_עין יעקב_געתון_כברי.gpx,מוכל-ב,,,,,19.9,49.1,1
הכלה,455,2025-10-11_געתון_יחיעם_כברי.gpx,206,2022-06-04_געתון_כברי_נהרייה.gpx,מוכל-ב,,,,,9.6,23.9,1
הכלה,455,2025-10-11_געתון_יחיעם_כברי.gpx,626,יער הדובים השיירה סינגל בני.gpx,מוכל-ב,,,,,18.4,79.1,1
הכלה,455,2025-10-11_געתון_יחיעם_כברי.gpx,439,2025-08-28_געתון_כברי_לימן.gpx,מוכל-ב,,,,,16.7,29,1
הכלה,455,2025-10-11_געתון_יחיעם_כברי.gpx,257,2022-10-26_געתון_יחיעם.gpx,מוכל-ב,,,,,9.6,29,1
הכלה,455,2025-10-11_געתון_יחיעם_כברי.gpx,256,2022-10-24_געתון_יחיעם.gpx,מוכל-ב,,,,,10.7,30.2,1
הכלה,455,2025-10-11_געתון_יחיעם_כברי.gpx,226,2022-07-11_געתון_כברי_כפר ראש הנקרה.gpx,מוכל-ב,,,,,10.3,24.3,1
הכלה,455,2025-10-11_געתון_יחיעם_כברי.gpx,363,2024-03-29_געתון_עין יעקב.gpx,מוכל-ב,,,,,28.9,361.2,0.94
הכלה,455,2025-10-11_געתון_יחיעם_כברי.gpx,429,2025-03-02_געתון_עין יעקב_יחיעם.gpx,מוכל-ב,,,,,11.2,28.5,1
הכלה,455,2025-10-11_געתון_יחיעם_כברי.gpx,528,2026-06-24 געתון_נהריה_ראש-הנקרה_נהריה_געתון.gpx,מוכל-ב,,,,,12.2,28.4,1
הכלה,455,2025-10-11_געתון_יחיעם_כברי.gpx,255,2022-10-23_געתון_יחיעם.gpx,מוכל-ב,,,,,6.9,24.3,1
הכלה,455,2025-10-11_געתון_יחיעם_כברי.gpx,262,2022-11-09_געתון_יחיעם.gpx,מוכל-ב,,,,,13.2,32.1,1
הכלה,455,2025-10-11_געתון_יחיעם_כברי.gpx,280,2022-12-23_געתון_כברי_לימן.gpx,מוכל-ב,,,,,10.8,27.7,1
הכלה,455,2025-10-11_געתון_יחיעם_כברי.gpx,520,2026-06-06_געתון_בוסתן הגליל_נתיב השיירה.gpx,מוכל-ב,,,,,10.7,23.2,1
הכלה,455,2025-10-11_געתון_יחיעם_כברי.gpx,488,2026-03-18_געתון_כברי_גשר הזיו.gpx,מוכל-ב,,,,,11.1,23.8,1
